Sheet,Row_ID,Term,Order,Context_Used_A,NLD_A,NLD_B,Assigned_Category,Tier,Conditions,Parent_Term,Category,Relationship_Type,Is_Intermediate
NLD_Quality,NLD-055,lake,A_first,True,"A lake is a lacustrine depositional system that, in the Pre-Salt context, occupied an extensive area within an active continental rift during the sag phase of basin evolution. This system was characterized by a complex paleohydrology with significant subsurface hydrothermal fluid input, which resulted in alkaline and often saline water chemistry. This unique hydrochemistry promoted the widespread precipitation of chemogenic and biogenic carbonates that constitute the main reservoir facies.","A lake is a large, inland body of water that occupies a basin or depression. In the context of the South Atlantic Pre-Salt, these were extensive, long-lived, rift-related lacustrine systems characterized by saline and alkaline water chemistry. These unique conditions favored the deposition of microbial carbonates and coquinas, which constitute the primary reservoir facies.",,,,,,,
NLD_Quality,NLD-056,post-rift phase,A_first,True,"The post-rift phase is a tectono-stratigraphic stage in basin evolution that follows the active rifting phase and is primarily driven by broad thermal subsidence, creating accommodation space for widespread deposition. In the context of the Brazilian Pre-Salt, this phase, also known as the sag or transitional phase, encompasses the deposition of the Aptian lacustrine carbonates of the Barra Velha Formation. This depositional sequence culminates with the precipitation of thick evaporite layers of the Ariri Formation, which precedes the final establishment of a passive margin.","Post-rift phase is a tectono-stratigraphic phase of basin evolution that commences after the cessation of active extensional faulting and is primarily controlled by broad, thermally-driven subsidence. This stage is characterized by the deposition of a widespread and relatively undeformed sedimentary succession, which in the South Atlantic margin includes the Aptian evaporites that form the regional seal for the Pre-Salt petroleum system.",,,,,,,
NLD_Quality,NLD-057,shale,A_first,True,"Shale is a fine-grained, laminated, clastic sedimentary rock that, in the context of the Brazilian Pre-Salt, is characterized by its high radioactivity and potential to act as both a source rock and a vertical seal. These shales, such as the Jiquia Member, form significant permeability barriers that can vertically segment reservoirs, leading to fluid compartmentalization and the formation of perched water tables.","Shale is a fine-grained clastic sedimentary rock that is composed of clay- and silt-sized particles and exhibits fissility, a tendency to split into thin layers. Within the Brazilian Pre-Salt petroleum system, organic-rich lacustrine shales are the primary source rocks that generated the vast hydrocarbon accumulations. These shales can also function as critical vertical and lateral seals, trapping oil and gas within the carbonate reservoirs.",,,,,,,
NLD_Quality,NLD-058,deposition,B_first,True,"Deposition is a geological process by which sediments, minerals, and organic matter are laid down or settled out of a transporting medium such as water. This accumulation of material forms layers of sedimentary rock, with the final rock characteristics being controlled by the physical, chemical, and biological conditions of the depositional environment. In the Brazilian Pre-Salt, this process is responsible for the accumulation of key carbonate reservoir rocks in shallow, alkaline lacustrine systems and the overlying thick evaporite sequences.","Deposition is a geological process that involves the laying down of sediment carried by an agent of transport such as water, wind, ice, or gravity. This process occurs when the energy of the transporting medium decreases, causing particles to settle out of suspension or ions to precipitate from solution. In sedimentary basins like the Pre-Salt, the specific depositional environment controls the initial geometry, texture, and composition of sedimentary bodies that may form reservoir, source, or seal rocks.",,,,,,,
NLD_Quality,NLD-059,cretaceous,A_first,True,"Cretaceous is a geologic period of the Mesozoic Era that spans from approximately 145 to 66 million years ago, following the Jurassic and preceding the Paleogene. The Early Cretaceous epoch is particularly significant in South Atlantic geology as it encompasses the rifting of Gondwana and the subsequent deposition of the economically important pre-salt lacustrine carbonate sequences in basins such as Santos and Campos.","Cretaceous is a geological period of the Mesozoic Era that spans from approximately 145 to 66 million years ago, following the Jurassic and preceding the Paleogene. This period is characterized by the rifting of Gondwana that formed the South Atlantic Ocean and the associated deposition of the economically significant pre-salt lacustrine carbonate successions in basins such as the Santos and Campos.",,,,,,,
NLD_Quality,NLD-060,hydrocarbon,B_first,True,"Hydrocarbon is a naturally occurring organic compound that consists primarily of hydrogen and carbon atoms, forming molecules of various sizes and complexities. In a petroleum geology context, these compounds are generated from the thermal maturation of organic matter and exist as liquid (crude oil) and gaseous (natural gas) phases. These fluids migrate and accumulate in subsurface reservoirs, forming economically significant deposits referred to as hydrocarbon columns or accumulations.","A hydrocarbon is a naturally occurring organic compound that consists primarily of hydrogen and carbon atoms. As the principal component of petroleum, hydrocarbons encompass crude oil and natural gas, which are generated from the thermal maturation of organic matter in source rocks and subsequently migrate to accumulate in reservoir traps.",,,,,,,
NLD_Quality,NLD-061,aragonite,B_first,True,"Aragonite is a calcium carbonate mineral (CaCO3) that is a common polymorph of calcite. In the context of the Pre-Salt, it is significant as the original biogenic mineral forming mollusk shells, which is typically unstable and undergoes neomorphism to calcite during diagenesis.","Aragonite is a polymorph of calcium carbonate (CaCO₃) that crystallizes in the orthorhombic system, making it less stable than its polymorph, calcite. As a common primary precipitate in lacustrine carbonate systems, its subsequent diagenetic inversion to calcite is a fundamental process controlling the creation of moldic porosity and overall reservoir quality in the Brazilian Pre-Salt.",,,,,,,
NLD_Quality,NLD-062,depositional facies,A_first,True,"Depositional facies is a body of rock that is characterized by a distinctive set of lithological, biological, and physical attributes reflecting its origin within a specific depositional environment. In the context of the Pre-Salt, these facies are typically associated with lacustrine systems and are often defined by the combined product of primary depositional conditions and subsequent syngenetic or eodiagenetic mineral precipitation. Their spatial distribution and stacking patterns, often interpreted from seismic data, are fundamental for reconstructing the evolution of depositional systems and predicting reservoir quality.","Depositional facies is a body of rock that is characterized by a distinct set of lithological, biological, and sedimentary structural attributes reflecting its formation within a specific depositional environment. In petroleum geology, the mapping of depositional facies is critical for predicting the distribution and quality of reservoir, source, and seal rocks, such as the lacustrine carbonate reservoirs of the Brazilian Pre-Salt.",,,,,,,
NLD_Quality,NLD-063,basin,B_first,True,"A basin is a large-scale depression in the Earth's crust that forms through tectonic subsidence and serves as a depocenter for the accumulation of sediments. In the context of the Brazilian Pre-Salt, these basins originated as continental rift systems during the breakup of the Gondwana supercontinent and subsequently evolved into passive continental margins. These features are typically bounded by structural highs and contain the thick sedimentary successions that host petroleum systems.","A basin is a large-scale structural and topographic depression in the Earth's crust that serves as a depocenter for the accumulation of sediments over geological time. These features are formed by tectonic processes such as rifting or subsidence, creating the accommodation space necessary for the deposition of thick sedimentary sequences. Basins are the fundamental geological setting for the development of petroleum systems, containing the source, reservoir, and seal rocks.",,,,,,,
NLD_Quality,NLD-064,lacustrine setting,B_first,True,"A lacustrine setting is a continental depositional environment that is associated with a large-scale palaeolake system, typically formed within a rift valley. In the context of the Brazilian Pre-Salt, this setting is specifically a vast, closed endorheic basin that was disconnected from the ocean and controlled by continental water inputs. Such systems can develop significant bathymetry and are characterized by the deposition of unique carbonate successions that form major petroleum reservoirs.","A lacustrine setting is a continental depositional environment that is characterized by the accumulation of sediments within a lake basin. These settings can range from freshwater to highly saline and alkaline systems, with sedimentation patterns controlled by climate, tectonics, and water chemistry. In the context of the Brazilian Pre-Salt, this environment corresponds to the extensive, tectonically-controlled sag basin where unique saline and alkaline waters promoted the widespread deposition of microbial and bioclastic carbonates.",,,,,,,
NLD_Quality,NLD-065,texture,A_first,True,"Texture is a fundamental physical property of a rock that describes the size, shape, and arrangement of its constituent components, such as crystals, grains, and cement. In Pre-Salt lacustrine carbonates, characteristic textures like spherulitic, shrub-like, and laminated cementstones provide key evidence for interpreting depositional models, which range from microbial to abiotic chemogenic processes.","Texture is a fundamental physical property of a rock that describes the size, shape, sorting, and fabric of its constituent grains, crystals, or clasts. In sedimentary carbonates, such as those of the Brazilian Pre-Salt, texture is a key control on primary porosity and permeability, distinguishing between mud-supported (e.g., mudstone, wackestone) and grain-supported (e.g., packstone, grainstone) fabrics. The original depositional texture is often modified by diagenetic processes, which can significantly alter reservoir quality.",,,,,,,
NLD_Quality,NLD-066,tectonic activity,A_first,True,"Tectonic activity is a geological process that encompasses the deformation of the Earth's crust, manifesting as faulting, folding, and variations in subsidence. In a sedimentary basin, its intensity directly controls the creation of accommodation space, the development of structural features like horsts and grabens, and the distribution of sedimentary facies and reservoir quality. Periods of high activity are characterized by syn-depositional faulting and growth strata, while low activity is indicated by the deposition of more continuous and laterally extensive stratigraphic units.","Tectonic activity is a geological process that encompasses the movement, deformation, and interaction of lithospheric plates. This activity manifests as faulting, folding, uplift, and subsidence, which are fundamental in creating sedimentary basins and the structural traps necessary for hydrocarbon accumulation. In the context of the Brazilian Pre-Salt, extensional tectonic activity during the Early Cretaceous rifting of the South Atlantic was responsible for forming the horst-and-graben structures that host the primary carbonate reservoirs.",,,,,,,
NLD_Quality,NLD-067,intraclast,B_first,True,"An intraclast is a sedimentary carbonate grain that is composed of reworked fragments of penecontemporaneous Pre-Salt lithologies, such as microbial shrubs, spherulites, or laminated clays, eroded from within the lacustrine depositional basin. These clasts are transported and redeposited by currents, forming intraclastic calcarenites and calcirudites. In the Pre-Salt, these resedimented deposits often constitute significant reservoirs due to well-developed interparticle porosity.","An intraclast is a carbonate grain that consists of a fragment of penecontemporaneously deposited, semi-consolidated carbonate sediment that has been eroded and redeposited within the same depositional basin. These grains are formed by the erosion of early-cemented or cohesive carbonate muds and sands, often by storm events or strong currents, and are indicative of dynamic, high-energy depositional environments.",,,,,,,
NLD_Quality,NLD-068,south atlantic ocean,A_first,True,"The South Atlantic Ocean is an ocean basin that formed during the Early Cretaceous separation of the South American and African continents as part of the breakup of Gondwana. Its formation created the conjugate passive margins of Brazil and West Africa, with the initial restricted marine conditions during the Aptian leading to the widespread deposition of evaporites that form the regional seal for the Pre-Salt petroleum systems.","The South Atlantic Ocean is an ocean basin that separates the continents of South America and Africa, formed by the rifting and subsequent seafloor spreading that initiated the breakup of the Gondwana supercontinent. Its formation during the Early Cretaceous created a series of restricted rift basins along the conjugate margins of Brazil and West Africa. These basins provided the ideal setting for the deposition of the sag-phase lacustrine carbonates that constitute the prolific Pre-Salt petroleum reservoirs.",,,,,,,
NLD_Quality,NLD-069,half-graben,A_first,True,"A half-graben is an asymmetric structural basin that is bounded by a major normal fault on one side and a tilted, gently dipping ramp on the other. Formed in extensional or transtensional tectonic settings such as continental rifts, they are filled with syn-tectonic sediments that typically exhibit a wedge-shaped, divergent geometry thickening towards the main bounding fault.","A half-graben is a structural basin that is bounded by a major, typically listric, normal fault on one side and a less faulted, more gently dipping monoclinal flexure on the other. This asymmetric geometry is characteristic of continental rift systems, such as the one that formed the South Atlantic margins and controlled the deposition of the Brazilian Pre-Salt succession. The sedimentary fill within a half-graben typically thickens and dips towards the main bounding fault, creating wedge-shaped stratigraphic units that are primary targets for hydrocarbon exploration.",,,,,,,
NLD_Quality,NLD-070,intra-alagoas unconformity,A_first,True,"The Intra-Alagoas Unconformity is an intra-formational stratigraphic surface that separates the lower and upper sections of the Barra Velha Formation within the Aptian Pre-Salt succession of the Santos Basin. Dated to approximately 117 Ma, it is seismically characterized as a regional, high-amplitude, continuous positive reflector that represents a significant period of erosion influencing the architecture of overlying carbonate reservoirs.","The intra-alagoas unconformity is a regional unconformity that marks a significant stratigraphic break within the Aptian Alagoas Stage of the Brazilian marginal basins. This surface, a key seismic marker in Pre-Salt exploration, separates the lower Alagoas depositional sequence from the upper Alagoas sequence and is associated with a major fall in relative lake level during the late rift to early sag transition.",,,,,,,
NLD_Quality,NLD-071,shrub,B_first,True,"A shrub is a dendritic carbonate growth structure that is characterized by an upward-bifurcating morphology composed of radiating bundles of fibrous-to-prismatic calcite crystals. These structures grow upward in-situ within lacustrine settings, creating positive relief and significant primary inter-branch porosity, and are a key component of Pre-Salt boundstone reservoir facies.","A shrub is a type of microbial carbonate structure that is characterized by a distinctive branching, bush-like morphology. These structures form through the organomineralization of microbial communities, resulting in calcite precipitation that creates a complex internal fabric. In the context of the Brazilian Pre-Salt, shrubs are a fundamental building block of the lacustrine carbonate reservoirs, contributing significantly to reservoir volume and heterogeneity.",,,,,,,
NLD_Quality,NLD-072,stromatolite,B_first,True,"Stromatolite is an organosedimentary deposit that is formed by the trapping, binding, and precipitation of minerals by a benthic microbial community, resulting in a characteristically laminated and often convex-upward growth structure. In the context of the Brazilian Pre-Salt, stromatolites are a facies within the Barra Velha Formation that can exhibit significant fenestral and vug porosity, contributing to reservoir quality.","Stromatolite is an organo-sedimentary structure that is characterized by a laminated fabric formed by the trapping, binding, and precipitation of sediment by microbial mats. In the context of the Brazilian Pre-Salt, these structures are a major component of the lacustrine carbonate reservoirs, where their growth is influenced by water chemistry and their fabric contributes to reservoir porosity.",,,,,,,
NLD_Quality,NLD-073,macabu formation,A_first,True,"Macabu Formation is an Aptian-age stratigraphic unit of the Lagoa Feia Group that consists of lacustrine carbonates deposited in a shallow, highly alkaline, and evaporative sag basin setting within the Campos Basin. This unit is composed of shallowing-up cyclothems including mud-grade laminated carbonates, spherulitic carbonates, and calcite shrub-like crusts. It is the direct stratigraphic equivalent of the prolific Barra Velha Formation reservoirs in the Santos Basin and is overlain by the evaporites of the Retiro Formation.","Macabu Formation is a geological formation that is composed predominantly of Aptian-age volcanic and volcaniclastic rocks and constitutes the economic basement in much of the Campos Basin, Brazil. Deposited during the early rift phase of the South Atlantic opening, it underlies the lacustrine sedimentary rocks of the Lagoa Feia Group.",,,,,,,
NLD_Quality,NLD-074,rudstone,A_first,True,"Rudstone is a grain-supported sedimentary carbonate rock that is characterized by grains larger than 2 mm in diameter, which in the Pre-Salt context are predominantly composed of whole or fragmented bivalve shells. This facies, often described as a coquina, typically displays massive or cross-bedded depositional features and can develop significant moldic and vuggy porosity, making it an important reservoir lithotype.","Rudstone is a grain-supported sedimentary carbonate rock that is characterized by containing more than 10% of grains larger than 2 mm in diameter, with a matrix composed of finer-grained sediment. The large clasts are typically bioclasts, such as mollusk shells or microbialite fragments, and the rock is indicative of high-energy depositional environments where large fragments are transported and deposited with finer sediment filling the interstitial spaces.",,,,,,,
NLD_Quality,NLD-075,post-depositional faulting,A_first,True,"Post-depositional faulting is a structural deformation process that displaces a sedimentary sequence after its deposition has ceased. Unlike syn-depositional faulting, this process does not influence the thickness of the affected stratigraphic units, which typically maintain a constant thickness across the fault. Within the Brazilian Pre-Salt, it often involves the reactivation of pre-existing rift faults, creating structural relief and inversion features that are critical for trap formation and reservoir architecture.","Post-depositional faulting is a structural deformation process that involves the fracturing and displacement of rock strata along a fault plane after the initial deposition of the sediments. This process can occur at any time during burial history, from early compaction to later tectonic events, and significantly impacts reservoir continuity, trap integrity, and fluid migration pathways.",,,,,,,
NLD_Quality,NLD-076,structural low,B_first,True,"A structural low is a structural feature that is topographically lower in elevation than adjacent areas, typically formed by tectonic processes such as faulting. In extensional rift settings like the Brazilian Pre-Salt, these features often manifest as grabens or half-grabens flanking structural highs and serve as depocenters for sedimentary sequences, which may exhibit distinct seismic facies like onlapping, high-amplitude parallel reflectors.","A structural low is a region on a geological surface that is characterized by a lower elevation relative to its surrounding areas. In petroleum systems analysis, these features often correspond to synclines or the deepest parts of basins, which can act as hydrocarbon kitchens where source rocks reach thermal maturity. Hydrocarbons generated in these lows typically migrate updip to accumulate in adjacent structural highs.",,,,,,,
NLD_Quality,NLD-077,weathering,B_first,True,"Weathering is a set of geological processes that involves the physical disintegration and chemical decomposition of rocks and minerals at or near the Earth's surface. Driven by factors such as atmospheric CO2 levels, this process releases dissolved ions and alkalinity from continental crust, controlling the chemical flux into depositional basins. In lacustrine settings like the Pre-Salt, the style of weathering is a critical control on lake chemistry and carbonate precipitation, with its signature recorded by geochemical proxies such as strontium isotopes.","Weathering is a set of exogenic processes that breaks down rocks, soils, and minerals at or near the Earth's surface through physical, chemical, and biological means, with no or minimal transport of the resulting material. This process is fundamental in creating unconformities and can significantly enhance reservoir quality by developing secondary porosity, such as through the karstification of exposed carbonate platforms.",,,,,,,
NLD_Quality,NLD-078,calcite,A_first,True,"Calcite is a carbonate mineral with the chemical formula CaCO₃ that, in the Pre-Salt lacustrine setting, constitutes the primary mineralogy of microbial carbonates like shrubs and spherulites and also occurs as a diagenetic product through cementation or neomorphism. Primary lacustrine calcite often preserves original fibrous or fascicular-optical crystal fabrics, whereas diagenetic calcite typically forms as equant cements filling porosity or as neomorphic crystals replacing precursor minerals like aragonite. This non-magnesian calcite is a fundamental component of Pre-Salt reservoir rocks, both forming the primary rock framework and influencing porosity through subsequent diagenetic processes.","Calcite is a carbonate mineral that is the most stable polymorph of calcium carbonate (CaCO₃) and crystallizes in the trigonal system. It is the principal constituent of the lacustrine carbonate rocks, including microbialites and coquinas, that form the primary reservoirs in the Brazilian Pre-Salt. Calcite also occurs as a common diagenetic cement, which can significantly impact reservoir porosity and permeability by either occluding pore space or forming early, rigid frameworks that resist compaction.",,,,,,,
NLD_Quality,NLD-079,carbonate reservoir,B_first,True,"A carbonate reservoir is a subsurface rock body that is composed of carbonate minerals and possesses sufficient porosity and permeability to store and transmit hydrocarbons. In the Brazilian Pre-Salt, these reservoirs are typically complex successions of facies, such as spherulites, shrubs, and stromatolites, deposited in alkaline lacustrine environments. Their significant faciological and diagenetic heterogeneity often results in reservoir compartmentalization, impacting connectivity and hydrocarbon distribution.","A carbonate reservoir is a subsurface rock unit that is composed predominantly of carbonate minerals and possesses sufficient porosity and permeability to store and transmit hydrocarbons. These reservoirs, typically limestones or dolostones, develop complex pore systems through depositional and diagenetic processes, which in lacustrine settings like the Brazilian Pre-Salt can form extensive vuggy and cavernous porosity.",,,,,,,
NLD_Quality,NLD-080,marine carbonate,B_first,True,"Marine carbonate is a carbonate rock that is precipitated from seawater through biological or chemical processes within a marine depositional environment. The depositional architecture and facies distribution of marine carbonate systems are primarily controlled by the interplay between sea-level fluctuations and the rate of carbonate factory production. These systems are distinct from lacustrine carbonates, such as those found in the Brazilian Pre-Salt, which are governed by different hydrochemical and climatic controls.","Marine carbonate is a sedimentary rock that is composed primarily of carbonate minerals, such as calcite and aragonite, which originated and were deposited in a marine environment. These rocks typically form from the accumulation of skeletal fragments of marine organisms, including corals, foraminifera, and mollusks, or through inorganic precipitation from seawater.",,,,,,,
NLD_Quality,NLD-081,water depth,B_first,True,"Water depth is the vertical distance that measures from the surface of a body of water to the sediment-water interface at the time of deposition. In sedimentary geology, it is a critical parameter for interpreting depositional environments, with specific facies associations, such as microbial laminites or wave-influenced grainstones, indicating the shallow lacustrine settings characteristic of the Brazilian Pre-Salt. This depositional measurement is distinct from the present-day vertical depth of a rock unit within a wellbore, which is used for analyzing reservoir fluid properties and pressures.","Water depth is the vertical distance that extends from a water surface, such as mean sea level or a lake surface, to the underlying seafloor or lakebed. In a depositional context, such as the lacustrine systems of the Brazilian Pre-Salt, paleo-water depth is a primary control on facies distribution, carbonate factory type, and the development of reservoir versus source rock intervals.",,,,,,,
NLD_Quality,NLD-082,facies,B_first,True,"Facies is a body of rock that is defined by a distinctive set of observable lithological, biological, and physical characteristics. These characteristics reflect the specific depositional or diagenetic environment in which the rock was formed, with examples in the Pre-Salt including coquinas, spherulites, and laminates. In petroleum geology, the term also extends to seismic facies, which are seismically identifiable units defined by their reflection patterns and attributes, used to infer lithology and depositional settings away from well control.","Facies is a body of rock that is characterized by a distinctive set of lithological, sedimentological, and biological attributes reflecting its origin under specific depositional conditions. The concept is fundamental for interpreting depositional environments and predicting the spatial distribution and properties of reservoir units, such as the carbonate facies of the Brazilian Pre-Salt.",,,,,,,
NLD_Quality,NLD-083,depositional model,A_first,True,"A depositional model is a conceptual framework that integrates geological, geophysical, and geochemical data to explain and predict the processes, environments, and resulting three-dimensional geometry of sedimentary deposits. In the context of the Brazilian Pre-Salt, competing models, such as the microbialite platform versus the shallow evaporitic lake model, are used to interpret the origin and distribution of lacustrine carbonate reservoirs. This framework is crucial for predicting reservoir presence, quality, and continuity, thereby guiding petroleum exploration and development strategies.","A depositional model is a conceptual framework that describes and predicts the spatial and temporal distribution of sedimentary facies within a specific depositional environment. It integrates observations of sedimentary structures, lithology, and fossil content to explain the processes and geometry of sediment accumulation. In petroleum geology, these models are critical for predicting the location, geometry, and quality of potential reservoir, source, and seal rocks.",,,,,,,
NLD_Quality,NLD-084,espírito santo basin,A_first,True,"The Espírito Santo Basin is a South Atlantic marginal sedimentary basin that is located on the southeastern coast of Brazil, contiguous with the Campos and Santos basins, and formed during the Early Cretaceous rifting of West Gondwana. As a conjugate to the Kwanza Basin in West Africa, it evolved through rift, sag, and post-rift stages, which include the deposition of extensive pre-salt lacustrine carbonates and a thick overlying salt layer, forming a major petroleum province.","The Espírito Santo Basin is an Atlantic marginal sedimentary basin located offshore southeastern Brazil that was formed during the Early Cretaceous rifting of the South Atlantic Ocean. It contains a complete rift-to-drift succession, including a significant Aptian salt layer that separates the pre-salt and post-salt sequences. The basin is a major hydrocarbon province, with significant production from both post-salt turbidite reservoirs and pre-salt lacustrine carbonate reservoirs analogous to those in the Santos and Campos basins.",,,,,,,
NLD_Quality,NLD-085,rift,A_first,True,"Rift is a tectonic stage of basin evolution that is driven by crustal extension and characterized by active normal faulting, which creates structurally controlled depocenters for the accumulation of syn-rift sedimentary sequences. In the context of the South Atlantic margin, this stage is associated with the deposition of lacustrine source rocks and carbonate reservoirs, where the fault systems controlled sedimentation patterns and later served as conduits for hydrocarbon migration.","A rift is an elongate basin that is formed by the extension and thinning of the continental lithosphere. This extensional process is accommodated by normal faulting, which creates a series of horsts and grabens that control sediment deposition. In the context of the South Atlantic, the rift phase created the restricted lacustrine basins where the Pre-Salt source rocks and carbonate reservoirs were deposited prior to the onset of oceanic spreading.",,,,,,,
NLD_Quality,NLD-086,hauterivian,A_first,True,"Hauterivian is a geologic age of the Early Cretaceous Epoch that spans the time from approximately 132.6 to 129.4 million years ago, following the Valanginian and preceding the Barremian. In the context of Brazilian marginal basins like the Santos and Campos, the Hauterivian corresponds to the onset of the rift phase, characterized by the development of half-grabens and extensive syn-rift volcanism. This initial rifting stage is associated with the deposition of the volcanic and volcaniclastic rocks of the Camboriú Formation, which form the economic basement for the overlying pre-salt reservoirs.","Hauterivian is a geological age of the Early Cretaceous Epoch that spans the time from approximately 132.9 to 129.4 million years ago. In the context of the Brazilian Pre-Salt, this age corresponds to the initial rifting phase of the South Atlantic, during which key lacustrine source rocks and early carbonate reservoir sequences were deposited.",,,,,,,
NLD_Quality,NLD-087,base salt,B_first,True,"Base salt is a regional seismic-stratigraphic surface that defines the bottom of the Aptian evaporite sequence and the top of the underlying pre-salt carbonate section, such as the Barra Velha Formation. It is seismically expressed as a high-amplitude, continuous positive reflector generated by a basal layer of dense anhydrite, which creates a significant acoustic impedance contrast with the underlying carbonates.","Base salt is a stratigraphic salt unit that constitutes the lowermost part of a salt succession, directly overlying the pre-salt sequence. In the context of the Brazilian Pre-Salt, this Aptian-age unit is typically composed of halite and acts as the primary regional seal for the underlying lacustrine carbonate reservoirs, with its top surface often marking the onset of significant salt tectonics.",,,,,,,
NLD_Quality,NLD-088,rift section,A_first,True,"A rift section is a tectono-stratigraphic sequence that comprises the sedimentary and volcanic rocks deposited during the extensional rifting phase of a basin's evolution, with deposition strongly controlled by active normal faulting. In the Brazilian Pre-Salt basins, this section is typically divided into lower and upper rift phases, encompassing lithologies from basal volcanic rocks and fluvial-lacustrine siliciclastics to the primary organic-rich source rocks and early bioclastic carbonate reservoirs.","A rift section is a stratigraphic succession that was deposited contemporaneously with active extensional faulting during the formation of a rift basin. This syn-rift sequence is characteristically bounded by a pre-rift unconformity below and a break-up unconformity above, which separates it from the overlying post-rift sag deposits. In the Brazilian Pre-Salt, this section contains the key lacustrine source rocks and carbonate reservoirs.",,,,,,,
NLD_Quality,NLD-089,porosity,A_first,True,"Porosity is a fundamental physical property of a rock that quantifies the volume of void spaces, or pores, relative to the total rock volume. In Pre-Salt carbonate reservoirs, it manifests as various pore types including intergranular, inter-shrub, moldic, vuggy, and fracture porosity, which can be either primary or formed by diagenetic processes like dissolution. This property, typically expressed as a percentage, is a critical control on hydrocarbon storage capacity and overall reservoir quality.","Porosity is a petrophysical property that quantifies the void space within a rock, expressed as the ratio of the pore volume to the total bulk volume. It is the fundamental rock property that determines the storage capacity for fluids such as oil, gas, or water. Porosity can be classified as primary (interparticle) or secondary (resulting from diagenetic processes like dissolution, dolomitization, or fracturing), with secondary porosity being particularly significant in carbonate reservoirs like the Brazilian Pre-Salt.",,,,,,,
NLD_Quality,NLD-090,oil,A_first,True,"Oil is a naturally occurring liquid hydrocarbon mixture that is generated from the thermal maturation of organic matter, migrates into porous rock, and accumulates in a subsurface trap. Within a reservoir, it exists as a distinct fluid phase with a characteristic pressure gradient, forming a hydrocarbon column that is typically situated above a water zone due to its lower density. Its specific composition, gas content, and physical properties are determined by the source rock type, maturation history, and any subsequent alteration processes.","Oil is a naturally occurring liquid petroleum that consists of a complex mixture of hydrocarbons generated from the thermal maturation of organic matter within a source rock. After generation, it migrates and accumulates in a reservoir rock, forming a petroleum deposit. The oils found in the Brazilian Pre-Salt are characteristically light crudes with low sulfur content, sourced from organic-rich lacustrine shales.",,,,,,,
NLD_Quality,NLD-091,fault,A_first,True,"A fault is a planar or curviplanar fracture or zone of fractures in a rock volume across which there has been significant displacement as a result of rock-mass movement. In the Brazilian Pre-Salt, faults are fundamental rift-related structures that were often active during sedimentation, controlling the depositional architecture, accommodation space, and the distribution of carbonate reservoirs. These structures are critical components of the petroleum system, forming structural traps, influencing fluid migration, and potentially compartmentalizing reservoirs.","A fault is a brittle fracture or zone of fractures in a rock volume that exhibits measurable displacement of the adjacent blocks. These structures are fundamental in petroleum systems, acting as traps, migration pathways, or seals, and in the Brazilian Pre-Salt, rift-related normal faults control the primary architecture of the hydrocarbon-bearing basins.",,,,,,,
NLD_Quality,NLD-092,reservoir,B_first,True,"A reservoir is a subsurface rock formation that possesses sufficient porosity and permeability to store and transmit fluids such as oil and gas. In the Brazilian Pre-Salt, reservoirs are typically complex carbonate bodies whose quality and heterogeneity are controlled by the interplay of depositional facies, such as shrubstones and grainstones, and subsequent diagenetic and tectonic events. These formations contain commercially significant accumulations of hydrocarbons, often within a structural or stratigraphic trap.","A reservoir is a subsurface rock body that possesses sufficient porosity and permeability to store and transmit fluids. In a petroleum system, a reservoir contains an accumulation of hydrocarbons that are confined by an overlying, impermeable sealing rock. Significant reservoirs in the Brazilian Pre-Salt are found within lacustrine carbonate rocks, such as the microbialites and coquinas of the Barra Velha Formation.",,,,,,,
NLD_Quality,NLD-093,rift basin,B_first,True,"A rift basin is a sedimentary basin that is formed by the extension and thinning of the continental lithosphere, typically associated with the breakup of supercontinents. Characterized by fault-bounded blocks, their syn-rift fill in the South Atlantic includes volcanic rocks, organic-rich lacustrine source rocks, and carbonate reservoirs of the pre-salt succession.","A rift basin is a sedimentary basin that is formed by the extensional tectonics of continental crust, resulting in subsidence bounded by normal faults. These basins are characterized by a syn-rift phase with rapid subsidence and deposition of lacustrine sediments, followed by a post-rift or sag phase of thermal subsidence, a sequence critical to the formation of petroleum systems like the Brazilian Pre-Salt.",,,,,,,
NLD_Quality,NLD-094,rift phase,A_first,True,"A rift phase is a distinct tectono-stratigraphic stage within a syn-rift supersequence that is defined by a unique combination of tectonic strain, fault geometry, depocenter distribution, and associated lithofacies. In the Brazilian Pre-Salt, successive rift phases document the evolution of continental extension and control the deposition of key petroleum system elements, from early volcanic rocks to the later lacustrine source rocks and carbonate reservoirs.","A rift phase is a tectonic stage that is characterized by the extension and thinning of continental lithosphere in response to tensional stresses, leading to the formation of rift valleys bounded by normal faults. This phase is associated with high heat flow, significant normal faulting creating horst and graben structures, and the development of restricted depositional environments. In the context of the South Atlantic's opening, this stage corresponds to the Neocomian and is responsible for creating the accommodation space where the lacustrine source and reservoir rocks of the Pre-Salt succession were deposited.",,,,,,,
