id,kind,category,term,action,reason,probe1_genus_ok,probe2_bucket,probe3_rewrite,rigidity,identity,dependence,carried_by
249,taxonomy,Geological Process,fault reactivation,REPARENT,"parent → deformation: Relation context (id 222) shows it is a part of 'tectonic activity', not a kind. It is a specific kind of 'deformation' process (displacement along a plane).",False,None,,+R,-I,-D,
250,taxonomy,Geological Process,mechanical compaction,REPARENT,"parent → diagenesis: Parent NLD and relation context (id 141) show it is a part of the 'compaction' process, not a subtype. Both are kinds of 'diagenesis'.",False,None,,+R,-I,-D,
251,taxonomy,Geological Process,hydrothermal process,KEEP,Genus/differentia clean; genuine subkind of Geological Process.,True,None,,+R,-I,+D,
252,taxonomy,Geological Process,uplift,KEEP,Genus/differentia clean; genuine subkind of tectonic activity.,True,None,,+R,-I,+D,
253,taxonomy,Geological Process,volcanic activity,KEEP,"Although the differentia is locational (probe 2), 'volcanic activity' is a standard, essential subkind of magmatism, not a mixin.",True,Site,magmatism occurs_at some EarthSurface,+R,-I,+D,
254,taxonomy,Geological Process,diagenetic history,KEEP,(dedup reverted — survivor also dropped) Vacuously restates parent 'diagenesis'. The differentia 'chronological sequence' is a necessary property of the parent process (Probe 1).,False,None,,+R,-I,+D,
255,taxonomy,Geological Process,burial,KEEP,Genus/differentia clean; genuine subkind of Geological Process.,True,None,,+R,-I,+D,
256,taxonomy,Geological Process,replacement,KEEP,"Genuine subkind of diagenetic process, distinguished by the substitution of one mineral component for another.",True,None,,+R,+I,+D,
257,taxonomy,Geological Process,weathering,KEEP,"Genuine subkind of exogenic process, distinguished by occurring at the surface via exposure to atmospheric conditions.",True,None,,+R,+I,+D,
258,taxonomy,Geological Process,magmatic activity,DROP_AS_REDUNDANT,Vacuously restates parent 'magmatism'; the NLD is a synonym for the parent's definition (Check 5).,False,None,,+R,+I,+D,
259,taxonomy,Geological Process,diagenetic modification,DROP_AS_REDUNDANT,Vacuously restates parent 'diagenetic process'; the NLD is identical to the parent's definition (Check 5).,False,None,,+R,+I,+D,
260,taxonomy,Geological Process,halokinesis,KEEP,"Genuine subkind of deformation, distinguished by the participant (salt layers) and specific mechanism (flow).",True,None,,+R,+I,+D,
261,taxonomy,Geological Process,magmatic event,DROP_AS_REDUNDANT,Vacuously restates parent 'magmatism'; the parent's NLD uses 'magmatic events' to refer to its own instances or subtypes.,False,None,,+R,+I,-D,
262,taxonomy,Geological Process,karstification,REPARENT,"parent → diagenetic process: NLD defines it as a process of dissolution of soluble rocks, which is a type of chemical alteration of sediment, fitting the definition of 'diagenetic process'.",True,None,,+R,+I,-D,
263,taxonomy,Geological Process,dissolution process,DROP_AS_REDUNDANT,Near-synonym of sibling 'dissolution' (id=223); both describe the same chemical process of mineral removal.,,,,,,,
264,taxonomy,Geological Process,early diagenesis,KEEP,"While named for a temporal phase, the NLD includes a causal differentia ('driven by the physicochemical conditions...') justifying it as a genuine process subkind.",True,None,,+R,+I,-D,
265,taxonomy,Geological Process,neomorphism,KEEP,"A standard, well-defined subtype of diagenetic process, covering recrystallization and replacement.",True,None,,+R,+I,-D,
266,taxonomy,Geological Process,diagenetic evolution,DROP_AS_MIXIN,"Check 7: NLD defines this as a 'reconstruction' and 'paragenetic sequence chart', which is an analytical framework, not a geological process.",False,None,,+R,+I,+D,"{""property"": ""is_about"", ""filler"": ""diagenesis""}"
267,taxonomy,Geological Process,marine incursion,KEEP,"Genus/differentia is clean; this is a genuine, well-defined subkind of geological process.",True,None,,+R,-I,-D,
268,taxonomy,Geological Process,abiotic precipitation,KEEP,"Genus/differentia is clean; the lack of biological mediation is an essential part of this process kind, not a separable feature.",True,None,,+R,-I,-D,
269,taxonomy,Geological Process,genesis,DROP_AS_REDUNDANT,Vacuous term; 'genesis' as a 'comprehensive formation process' is redundant with its parent 'Geological Process'.,,,,,,,
270,taxonomy,Geological Process,silica cementation,DROP_AS_MIXIN,"Differentia is a participant in the parent process (cementation), a classic mixin pattern best captured by a relation (Probe 3).",True,Process,cementation has_participant some silica,+R,-I,-D,"{""property"": ""has_participant"", ""filler"": ""silica""}"
271,taxonomy,Geological Time Interval,Tectono-stratigraphic Interval,KEEP,"Genuine subkind of interval, defined by its correlation with a specific type of rock unit (a tectono-stratigraphic unit), which is a standard method of classification in stratigraphy.",True,None,,+R,+I,-D,
272,taxonomy,Geological Time Interval,aptian,CONVERT_TO_INSTANCE,"Proper noun for a specific, unique geological age (Check 6). The IS-A relationship is incorrect for a named individual; it should be an instance.",True,TemporalRegion,,+R,+I,-D,
273,taxonomy,Geological Time Interval,cretaceous,CONVERT_TO_INSTANCE,"Proper noun for a specific, unique geological period (Check 6). The IS-A relationship is incorrect for a named individual; it should be an instance.",True,TemporalRegion,,+R,+I,-D,
274,taxonomy,Geological Time Interval,barremian,CONVERT_TO_INSTANCE,"Proper noun for a specific, unique geological age (Check 6). The IS-A relationship is incorrect for a named individual; it should be an instance.",True,TemporalRegion,,+R,+I,-D,
275,taxonomy,Geological Time Interval,hauterivian,CONVERT_TO_INSTANCE,"Proper noun for a specific, unique geological age (Check 6). The IS-A relationship is incorrect for a named individual; it should be an instance.",True,TemporalRegion,,+R,+I,-D,
276,taxonomy,Geological Time Interval,early cretaceous,KEEP,"Standard geochronologic subdivision. The IS-A hierarchy for time intervals is a common, if formally imperfect, convention.",True,None,,+R,+I,-D,
277,taxonomy,Geological Time Interval,rift phase,KEEP,(dedup reverted — survivor also dropped) Near-synonym of sibling 'syn-rift' (id=290); both denote the period of active continental rifting and fault-controlled subsidence.,,,,,,,
278,taxonomy,Geological Time Interval,sag phase,KEEP,(dedup reverted — survivor also dropped) Near-synonym of sibling 'post-rift phase' (id=282); both denote the stage of broad thermal subsidence following the rift phase.,,,,,,,
279,taxonomy,Geological Time Interval,albian,KEEP,Standard geochronologic subdivision. Follows the same conventional IS-A hierarchy as other time intervals in this set.,True,None,,+R,+I,-D,
280,taxonomy,Geological Time Interval,lower cretaceous,DROP_AS_REDUNDANT,'Lower Cretaceous' is the chronostratigraphic term for the rock series deposited during the 'Early Cretaceous' epoch; they are synonyms for the time interval.,False,None,,+R,+I,-D,
281,taxonomy,Geological Time Interval,drift phase,KEEP,"Genuine subkind of tectono-stratigraphic interval defined by its role and causal drivers in passive margin evolution. This is a type of interval, not a named individual.",True,None,,+R,+I,-D,
282,taxonomy,Geological Time Interval,post-rift phase,DROP_AS_REDUNDANT,Near-synonym of sibling 'drift phase' (id=281); both denote the tectonostratigraphic stage following active rifting.,,,,,,,
283,taxonomy,Geological Time Interval,late aptian,CONVERT_TO_INSTANCE,"Proper noun (Check 6). 'Late Aptian' is a standard, named geological sub-age, a unique interval in Earth history.",True,TemporalRegion,,+R,+I,-D,
284,taxonomy,Geological Time Interval,valanginian,CONVERT_TO_INSTANCE,"Proper noun (Check 6). 'Valanginian' is a standard, named geological age, a unique interval in Earth history.",True,TemporalRegion,,+R,+I,-D,
285,taxonomy,Geological Time Interval,late jurassic,CONVERT_TO_INSTANCE,"Proper noun (Check 6). 'Late Jurassic' is a standard, named geological epoch, a unique interval in Earth history.",True,TemporalRegion,,+R,+I,-D,
286,taxonomy,Geological Time Interval,precambrian,CONVERT_TO_INSTANCE,"Proper noun naming a single, specific geological supereon (Check 6).",True,TemporalRegion,,+R,+I,-D,
287,taxonomy,Geological Time Interval,eoaptian,CONVERT_TO_INSTANCE,"Proper noun naming a single, specific geological age (Check 6).",True,TemporalRegion,,+R,+I,-D,
288,taxonomy,Geological Time Interval,late cretaceous,CONVERT_TO_INSTANCE,"Proper noun naming a single, specific geological epoch (Check 6).",True,TemporalRegion,,+R,+I,-D,
289,taxonomy,Geological Time Interval,early aptian,CONVERT_TO_INSTANCE,"Proper noun naming a single, specific geological age (Check 6).",True,TemporalRegion,,+R,+I,-D,
290,taxonomy,Geological Time Interval,syn-rift,KEEP,(dedup reverted — survivor also dropped) Near-synonym of sibling 'rift phase' (id=277); both denote the period of active continental rifting and fault-controlled subsidence.,,,,,,,
291,taxonomy,Geological Time Interval,mesozoic,CONVERT_TO_INSTANCE,Proper noun naming a specific geological era (an individual time interval).,True,None,,+R,+I,-D,
292,taxonomy,Geological Time Interval,alagoas stage,CONVERT_TO_INSTANCE,"Proper noun naming a specific local stage. The parent 'aptian' is incorrect as the relation is part-whole (see relation 668), not subclass.",False,None,,+R,+I,-D,
293,taxonomy,Geological Time Interval,neobarremian,CONVERT_TO_INSTANCE,"Proper noun naming a specific sub-age. The parent 'barremian' is incorrect as the relation is part-whole (see relation 651), not subclass.",False,None,,+R,+I,-D,
294,taxonomy,Geological Time Interval,alagoas,KEEP,"(dedup reverted — survivor also dropped) Synonym for 'alagoas stage' (id 292), which is the more formal and complete term.",False,None,,+R,+I,-D,
295,taxonomy,Geological Time Interval,cenozoic,CONVERT_TO_INSTANCE,Proper noun naming a specific geological era (an individual time interval).,True,None,,+R,+I,-D,
296,taxonomy,Geological Time Interval,jurassic,CONVERT_TO_INSTANCE,"The term 'Jurassic' is a proper noun naming a single, specific geological time period (Check 6). It is an individual, not a class.",False,TemporalRegion,Geological Time Interval occupies_temporal_region some <201-145 mya span>,+R,+I,-D,
297,taxonomy,Lithology,secondary porosity,REPARENT,"parent → Pore Space: NLD defines this as 'a pore space', which is an immaterial entity, not a kind of Lithology (a quality). Its sibling 'primary porosity' is correctly parented under 'Pore Space'.",True,Process,Pore Space that has_creation_process some PostDepositionalDiagenesis,+R,-I,+D,
298,taxonomy,Lithology,lithology,KEEP,(dedup reverted — survivor also dropped) Vacuously restates its parent 'Lithology'; the term is identical to its parent class.,False,None,,+R,-I,+D,
299,taxonomy,Lithology,primary porosity,KEEP,"Genuine rigid subkind of 'Pore Space' distinguished by its genetic origin (formed during deposition), which is a valid basis for subtyping. Parent is correct.",True,None,,+R,-I,+D,
300,taxonomy,Lithology,mineralogy,KEEP,A valid kind of 'Rock Property' representing the compositional quality of a rock. Parentage is correct.,True,None,,+R,-I,+D,
301,taxonomy,Lithology,siliciclastic,DROP_AS_MIXIN,"Term is defined by a compositional quality ('composed of silicate minerals'), making it a mixin class. Probes 1-3 confirm this.",True,Quality,Earth Material has_quality some SiliciclasticComposition,~R,-I,-D,"{""property"": ""has_quality"", ""filler"": ""SiliciclasticComposition""}"
302,taxonomy,Lithology,fabric,DROP_AS_REDUNDANT,"Redundant sibling of 'rock texture' (id=303), whose definition of size, shape, and fabric arrangement subsumes this term.",,,,,,,
303,taxonomy,Lithology,rock texture,KEEP,"Term is a valid kind of Rock Property (a quality), distinguished by describing size, shape, and fabric.",True,None,,-R,-I,+D,
304,taxonomy,Lithology,vugular porosity,KEEP,"Genuine subkind of secondary porosity, distinguished by pore size relative to grains.",True,None,,-R,-I,+D,
305,taxonomy,Lithology,fibrous calcite,DROP_AS_MIXIN,Mixin class; conflates a material (calcite) with a quality (fibrous morphology) (Probe 2).,True,Quality,Calcite has_quality some FibrousMorphology,+R,-I,-D,"{""property"": ""has_quality"", ""filler"": ""FibrousMorphology""}"
306,taxonomy,Lithology,volcanic,KEEP,"Interpreted as 'Volcanic Material', a genetic kind of Earth Material, which is a standard classification in geology.",True,None,,+R,-I,-D,
307,taxonomy,Lithology,Pore Space,KEEP,"(dedup reverted — survivor also dropped) Weak intermediate: child_count=1, provides no useful grouping.",,,,,,,
308,taxonomy,Lithology,Rock Property,REPARENT,"parent → quality: NLD defines this as a `quality`. Its current parent, `lithology`, is a *subtype* of rock property, making the hierarchy inverted. The correct parent is `quality`.",False,None,,+R,-I,+D,
309,taxonomy,Lithology,Earth Material,KEEP,"(dedup reverted — survivor also dropped) Weak intermediate: child_count=1, provides no useful grouping.",,,,,,,
310,taxonomy,Mound Unit,carbonate mound,KEEP,"Correct specialization. A mound is a type of build-up, and the NLD provides contingent differentia (specific morphology and seismic character).",True,None,,+R,+I,-D,
311,taxonomy,Mound Unit,carbonate build-up,DROP_AS_REDUNDANT,Near-synonym of its child 'carbonate mound' (id=310) in the Pre-Salt context; the parent-child relationship is redundant as both terms refer to the same kind of feature.,,,,,,,
312,taxonomy,Rock,halite,KEEP,"In this context, 'halite' refers to the monomineralic rock 'rock salt', which is a valid subtype of Rock. The NLD describes its rock-like behavior.",True,None,,+R,+I,-D,
313,taxonomy,Rock,basalt,KEEP,Basalt is a standard and correctly defined subtype of volcanic rock.,True,None,,+R,+I,-D,
314,taxonomy,Rock,chalcedony,REPARENT,"parent → Earth Material: The NLD defines chalcedony as a mineral ('variety of silica'), not a rock. A mineral is not a subtype of rock.",False,None,,+R,+I,-D,
315,taxonomy,Rock,volcanic rock,DROP_AS_REDUNDANT,weak intermediate: child_count=1. Its child 'basalt' can be reparented to its parent 'igneous rock'.,,,,,,,
316,taxonomy,Rock,igneous rock,KEEP,Igneous rock is a standard and correctly defined subtype of Rock.,True,None,,+R,+I,-D,
317,taxonomy,Rock,microcrystalline dolomite,DROP_AS_MIXIN,"The differentia 'microcrystalline' describes a texture, which is a separable Quality of the rock (Probe 2), not a genuine subkind.",True,Quality,Dolomite has_quality some MicrocrystallineTexture,+R,+I,-D,"{""property"": ""has_quality"", ""filler"": ""MicrocrystallineTexture""}"
318,taxonomy,Rock,gneiss,KEEP,"Gneiss is a genuine subkind of rock, defined by essential structural (foliation) and genetic (metamorphic grade) properties that are not separable mixins.",True,None,,+R,+I,-D,
319,taxonomy,Rock,tholeiitic basalt,DROP_AS_MIXIN,"The differentia 'tholeiitic' refers to a specific chemical composition, which is a separable Quality (Probe 2), making this a mixin class.",True,Quality,Basalt has_quality some TholeiiticComposition,+R,+I,-D,"{""property"": ""has_quality"", ""filler"": ""TholeiiticComposition""}"
320,taxonomy,Lithostratigraphic Unit,Basement,KEEP,Basement is a standard geological term for a type of lithostratigraphic unit defined by its crystalline composition. The parent is appropriate.,True,None,,+R,+I,-D,
321,taxonomy,Lithostratigraphic Unit,Stratigraphic Group,DROP_AS_REDUNDANT,"weak intermediate: child_count=0, serves no grouping purpose in the current structure.",,,,,,,
322,taxonomy,Lithostratigraphic Unit,salt,KEEP,Defines a lithologically-distinct kind of lithostratigraphic unit (evaporite succession). The parent is appropriate.,True,None,,+R,+I,-D,
323,taxonomy,Lithostratigraphic Unit,salt layer,DROP_AS_REDUNDANT,"Vacuously restates parent 'salt' (Check 5). The NLDs for parent and child describe the same specific geological unit, making them synonyms in this context.",False,Role,salt has_role some RegionalSealRole,+R,+I,-D,
324,taxonomy,Lithostratigraphic Unit,bed,KEEP,A bed is the fundamental unit of lithostratigraphy and is correctly placed as a subkind of Lithostratigraphic Unit.,True,None,,+R,+I,-D,
325,taxonomy,Lithostratigraphic Unit,upper barra velha formation,CONVERT_TO_INSTANCE,"Proper noun naming a specific, unique lithostratigraphic unit (Check 6).",True,None,,+R,+I,-D,
326,taxonomy,Lithostratigraphic Unit,economic basement,REPARENT,"parent → role: The differentia 'economic' describes an extrinsic role the bearer plays relative to exploration, not an intrinsic kind (Probe 2, Check 3).",True,Role,Basement has_role some EconomicBoundaryRole,~R,+I,+D,
327,taxonomy,Lithostratigraphic Unit,lagoa feia group,CONVERT_TO_INSTANCE,"Proper noun naming a specific, unique stratigraphic group (Check 6).",True,None,,+R,+I,-D,
328,taxonomy,Lithostratigraphic Unit,lower barra velha formation,CONVERT_TO_INSTANCE,"Proper noun naming a specific, unique lithostratigraphic unit (Check 6).",True,None,,+R,+I,-D,
329,taxonomy,Lithostratigraphic Unit,crystalline basement,KEEP,"Genuine subkind of Basement, differentiated by intrinsic properties (age, composition) not present in the parent definition.",True,None,,+R,+I,-D,
330,taxonomy,Lithostratigraphic Unit,guaratiba group,CONVERT_TO_INSTANCE,"Check 6: 'Guaratiba Group' is a proper name for a specific, individual lithostratigraphic unit, not a class of units.",True,None,,+R,+I,-D,
331,taxonomy,Lithostratigraphic Unit,itamambuca group,CONVERT_TO_INSTANCE,"Check 6: 'Itamambuca Group' is a proper name for a specific, individual lithostratigraphic unit, not a class of units.",True,None,,+R,+I,-D,
332,taxonomy,Lithostratigraphic Unit,camburi group,CONVERT_TO_INSTANCE,"Check 6: 'Camburi Group' is a proper name for a specific, individual lithostratigraphic unit, not a class of units.",True,None,,+R,+I,-D,
333,taxonomy,Lithostratigraphic Unit,precambrian basement,DROP_AS_REDUNDANT,"Check 5: Vacuously restates parent 'crystalline basement', which is already defined as 'Precambrian-aged'. The differentia is necessary for the genus (Probe 1).",False,None,,+R,+I,-D,
334,taxonomy,Site,structural high,KEEP,"Genuine subkind of Geological Structure defined by its positive relief, an essential morphological feature.",True,None,,+R,+I,-D,
335,taxonomy,Site,pore space,REPARENT,"parent → fiat object part: OntoClean violation: parent 'spatial region' is -D, but child 'pore space' is +D, being dependent on a host rock.",True,Site,spatial region located_in some rock,+R,-I,+D,
336,taxonomy,Site,Geological Structure,DROP_AS_REDUNDANT,"weak intermediate: child_count=1, adds no classificatory value.",,,,,,,
337,taxonomy,Site,spatial region,DROP_AS_REDUNDANT,Vacuously restates parent 'Site'; the NLD for 'spatial region' is a definition of 'Site'.,False,None,,+R,-I,-D,
338,taxonomy,Sedimentary Environment,lacustrine environment,KEEP,"Genus/differentia is clean. 'Lacustrine' is a standard, genuine subkind of sedimentary environment defined by its setting (in a lake).",True,None,,+R,-I,-D,
339,taxonomy,Sedimentary Environment,lake,DROP_AS_REDUNDANT,Near-synonym of sibling 'lacustrine environment' (id=338); both refer to the depositional system associated with a lake.,,,,,,,
340,taxonomy,Sedimentary Environment,deep water,DROP_AS_MIXIN,"Differentia is a separable Quality (water depth). The term describes a marine environment that has a certain quality, not a distinct kind of environment.",True,Quality,marine environment has_quality some WaterDepthRange(>2000m),+R,-I,-D,"{""property"": ""has_quality"", ""filler"": ""great water depth""}"
341,taxonomy,Sedimentary Environment,alkaline lacustrine environment,DROP_AS_MIXIN,"Differentia is a separable Quality (high pH, salinity). The term describes a lacustrine environment with certain chemical qualities, not a distinct kind.",True,Quality,lacustrine environment has_quality some Alkalinity,+R,-I,-D,"{""property"": ""has_quality"", ""filler"": ""alkalinity""}"
342,taxonomy,Sedimentary Environment,marine environment,KEEP,"Genus/differentia is clean. 'Marine' is a standard, genuine subkind of sedimentary environment defined by its connection to an ocean.",True,None,,+R,-I,-D,
343,taxonomy,Sedimentary Environment,low-energy environment,DROP_AS_MIXIN,"The differentia 'minimal water agitation' is a separable Quality (Probe 2), not a subkind discriminator.",True,Quality,lacustrine environment has_quality some LowEnergyLevel,+R,-I,-D,"{""property"": ""has_quality"", ""filler"": ""LowEnergyLevel""}"
344,taxonomy,Sedimentary Environment,slope,KEEP,Genus/differentia clean; a genuine subkind of Geomorphic Element defined by its essential shape and relational position.,True,None,,+R,+I,-D,
345,taxonomy,Sedimentary Environment,platform,KEEP,Genus/differentia clean; a genuine subkind of Geomorphic Element defined by its essential shape and relational position.,True,None,,+R,+I,-D,
346,taxonomy,Sedimentary Environment,transitional environment,REPARENT,"parent → role: The differentia 'occupies an intermediate position' describes an externally-grounded Role (Probe 2), making the class anti-rigid.",True,Role,Sedimentary Environment has_role some TransitionalRole,~R,-I,+D,
347,taxonomy,Sedimentary Environment,deep lake,DROP_AS_MIXIN,"The differentia 'greatest relative water depth' is a separable Quality (Probe 2), not a subkind discriminator.",True,Quality,lacustrine environment has_quality some GreatWaterDepth,+R,-I,-D,"{""property"": ""has_quality"", ""filler"": ""GreatWaterDepth""}"
348,taxonomy,Sedimentary Environment,shallow water,DROP_AS_MIXIN,"The term is defined by a quality (low water depth) of the environment, making it a mixin (Probe 2).",True,Quality,lacustrine environment has_quality some Shallowness,+R,+I,-D,"{""property"": ""has_quality"", ""filler"": ""Shallowness""}"
349,taxonomy,Sedimentary Environment,tectonic setting,REPARENT,"parent → specifically dependent continuant: Parent is an independent continuant (site), but term is a dependent continuant (a state of a crustal region), a dependence violation.",False,None,,+R,+I,+D,
350,taxonomy,Sedimentary Environment,carbonate factory,REPARENT,"parent → role: The term describes the functional role an environment plays ('acting as a factory'), which is anti-rigid (~R) and dependent (+D), violating the parent's signs (+R, -D).",True,Process,sedimentary environment participates_in some CarbonateProductionProcess,~R,+I,+D,
351,taxonomy,Sedimentary Environment,shallow marine environment,KEEP,"Genus/differentia is clean; the term describes a genuine, structurally distinct sub-kind of marine environment.",True,None,,+R,+I,-D,
352,taxonomy,Sedimentary Environment,marine setting,DROP_AS_REDUNDANT,Vacuously restates parent 'marine environment'; the NLDs are synonymous and the differentia is necessary for the genus (Probe 1).,False,None,,+R,+I,-D,
353,taxonomy,Sedimentary Environment,paleoenvironment,DROP_AS_MIXIN,Differentia 'ancient' is a temporal property (Probe 2); the term is a mixin for a sedimentary environment that existed in a past time interval.,True,TemporalRegion,Sedimentary Environment occupies_temporal_region some GeologicalTimeInterval,+R,+I,-D,"{""property"": ""occupies_temporal_region"", ""filler"": ""GeologicalTimeInterval""}"
354,taxonomy,Sedimentary Environment,Geomorphic Element,REPARENT,"parent → Geological Object: NLD defines it as a 'landform' which is a type of object, not an environment. The 'is_a' link is a meronymy error; it should be 'part_of'.",False,None,,+R,+I,-D,
355,taxonomy,Sedimentary Facies,sedimentary facies,KEEP,(dedup reverted — survivor also dropped) Vacuously restates its parent; it is a tautological self-parenting.,False,None,,+R,+I,-D,
356,taxonomy,Sedimentary Facies,depositional facies,KEEP,(dedup reverted — survivor also dropped) Vacuously restates parent 'sedimentary facies'; the differentia 'reflecting its formation' is necessary for any sedimentary facies (Probe 1).,False,None,,+R,+I,-D,
357,taxonomy,Sedimentary Facies,reservoir facies,DROP_AS_MIXIN,Differentia is a Disposition (Probe 2); term is anti-rigid (~R) while parent is rigid (+R).,True,Disposition,sedimentary facies has_disposition some ReservoirCapacity,~R,+I,+D,"{""property"": ""has_disposition"", ""filler"": ""ReservoirCapacity""}"
358,taxonomy,Sedimentary Facies,carbonate facies,REPARENT,parent → sedimentary facies: Genuine subkind based on composition. Original parent 'depositional facies' (356) is redundant with 'sedimentary facies'.,True,None,,+R,+I,-D,
359,taxonomy,Sedimentary Facies,distal facies,DROP_AS_MIXIN,"Differentia is a relational property of location (Site, Probe 2), making this a mixin.",True,Site,depositional facies was_deposited_at some DistalDepositionalSite,+R,+I,-D,"{""property"": ""was_deposited_at"", ""filler"": ""DistalDepositionalSite""}"
360,taxonomy,Sedimentary Facies,In-situ Carbonate Facies,KEEP,Genus/differentia is clean; this is a standard geological sub-classification based on depositional process history.,True,None,,+R,+I,-D,
361,taxonomy,Sedimentary Facies,spherulitic shrubstone,KEEP,"Genuine subkind defined by composition and texture, a standard petrographic classification.",True,None,,+R,+I,-D,
362,taxonomy,Sedimentary Facies,laminated mudstone,KEEP,Genuine subkind defined by lithology (mudstone) and structure (laminated).,True,None,,+R,+I,-D,
363,taxonomy,Sedimentary Facies,microbial mat,REPARENT,"parent → object aggregate: The NLD defines this as a 'benthic community', which is an aggregate of organisms (`object aggregate`), not a `Sedimentary Facies` (a body of rock). This is a category error.",False,None,,+R,+I,+D,
364,taxonomy,fiat object part,structural domain,KEEP,"The NLD describes a region whose boundaries are set by fiat based on geological criteria, which is a valid subkind of 'fiat object part'. Genus/differentia is clean.",True,None,,+R,+I,+D,
365,taxonomy,Sediment,micrite,KEEP,"NLD defines a specific material constitution (microcrystalline carbonate mud), which is a valid subkind of Sediment.",True,None,,+R,-I,-D,
366,taxonomy,Sediment,sediment,KEEP,"(dedup reverted — survivor also dropped) Term is a lowercase duplicate of its parent and its NLD is identical to the parent's definition, making it a vacuous restatement (Probe 1).",False,None,,+R,-I,-D,
367,taxonomy,Sediment,magnesian clay,KEEP,"NLD defines a specific material constitution (magnesian clay mineral aggregate), which is a valid subkind of Authigenic Sediment.",True,None,,+R,-I,-D,
368,taxonomy,Sediment,allochem,REPARENT,"parent → object: An allochem is a single grain or 'discrete particle' (an object), not a 'collection of unconsolidated particles' (Sediment).",False,None,,+R,+I,-D,
369,taxonomy,Sediment,clay matrix,DROP_AS_MIXIN,"The term is defined by its role ('matrix') of 'filling the interstitial space', which is a non-rigid, externally dependent property (Probe 2: Role).",True,Role,magnesian clay has_role some MatrixRole,~R,-I,+D,"{""property"": ""has_role"", ""filler"": ""MatrixRole""}"
370,taxonomy,Sediment,carbonate sediment,KEEP,"Genuine subkind of sediment defined by its primary composition (carbonate minerals), a standard geological classification.",True,None,,+R,+I,-D,
371,taxonomy,Sediment,carbonate mud,KEEP,"Genuine subkind of carbonate sediment defined by grain size ('fine-grained'), which is an essential differentia for sediments.",True,None,,+R,+I,-D,
372,taxonomy,Sediment,mg-silicate,DROP_AS_REDUNDANT,near-synonym of sibling 'magnesian clay'; both NLDs describe authigenic stevensite precipitates in the same environment.,,,,,,,
373,taxonomy,Sediment,volcaniclastic,KEEP,"Genuine subkind of clastic sediment defined by provenance (volcanic origin), which is an essential differentia for clastic materials.",True,None,,+R,+I,-D,
374,taxonomy,Sediment,clastic sediment,KEEP,"Genuine subkind of sediment defined by its formation from fragments (clasts), distinguishing it from chemical or biological precipitates.",True,None,,+R,+I,-D,
375,taxonomy,Sediment,Authigenic Sediment,KEEP,(dedup reverted — survivor also dropped) weak intermediate: number of surviving children becomes 1 after dropping its redundant child 'mg-silicate'.,,,,,,,
376,taxonomy,continuant fiat boundary,fiat surface,DROP_AS_REDUNDANT,weak intermediate: child_count=1,,,,,,,
377,taxonomy,continuant fiat boundary,wave base,REPARENT,"parent → role: The term is anti-rigid (~R) and describes a role ('marks the lower limit'), while its parent 'fiat surface' is rigid (+R), a rigidity violation.",True,Role,fiat surface has_role some WaveBaseRole,~R,-I,+D,
378,taxonomy,generically dependent continuant,pore type,REPARENT,"parent → site: NLD defines it as a 'class of void space', which is a `site`. The current parent `generically dependent continuant` (+D) is incorrect as `site` is an `independent continuant` (-D), a dependence violation.",False,None,,+R,+I,-D,
379,taxonomy,generically dependent continuant,paragenesis,DROP_AS_MIXIN,"Check 7: The NLD defines it as a 'chronological sequence that describes...' and is used to 'reconstruct' history, making it an analytical framework or model, not a domain entity.",False,None,,+R,+I,+D,"{""property"": ""is_about"", ""filler"": ""Geological Process""}"
380,taxonomy,quality,reservoir quality,DROP_AS_REDUNDANT,Near-synonym of sibling 'reservoir property' (id=384); 'reservoir property' is the more general and structurally sound class.,,,,,,,
381,taxonomy,quality,porosity,DROP_AS_REDUNDANT,Near-synonym of sibling 'total porosity' (id=392); 'total porosity' is the more precise term for the same concept.,,,,,,,
382,taxonomy,quality,salinity,REPARENT,"parent → reservoir property: Salinity is a fluid property, and 'reservoir property' (ID 384) is defined to include 'fluid characteristic', making it a more specific parent than 'quality'.",True,None,,+R,-I,+D,
383,taxonomy,quality,heterogeneity,REPARENT,"parent → reservoir property: Heterogeneity is a measurable property of the reservoir, making it a kind of 'reservoir property' (ID 384), which is a more specific parent than 'quality'.",True,None,,+R,-I,+D,
384,taxonomy,quality,reservoir property,KEEP,"Correctly placed as a general kind of quality that applies to reservoirs, serving as a parent for more specific properties like salinity and heterogeneity.",True,None,,+R,-I,+D,
385,taxonomy,quality,interparticle porosity,KEEP,"This is a genuine subkind of porosity, differentiated by the location of the void spaces (between particles), which is a structural distinction.",True,None,,+R,-I,+D,
386,taxonomy,quality,vuggy porosity,KEEP,"This is a genuine subkind of secondary porosity, differentiated by pore morphology (larger than grains) and origin (dissolution).",True,None,,+R,-I,+D,
387,taxonomy,quality,intraparticle porosity,KEEP,"This is a genuine subkind of secondary porosity, differentiated by the location of voids (within particles). The NLD's reference to dissolution justifies the parentage.",True,None,,+R,-I,+D,
388,taxonomy,quality,moldic porosity,KEEP,"This is a genuine subkind of secondary porosity, differentiated by its genetic mechanism (dissolution of a component) and resulting morphology (retains shape).",True,None,,+R,-I,+D,
