Term,Category,Property,Property_IRI,Filler,Filler_Source,Confidence,Evidence,Validation_Status,Validation_Reason
basement,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,metamorphic rock,external,1.0,composed of crystalline igneous and metamorphic rocks,REJECTED,Unknown object category 'unknown'.
hydrothermal fluid,Earth Fluid,located_in,http://purl.obolibrary.org/obo/BFO_0000171,fault,domain_term,1.0,migrate along tectonic faults and fractures,REJECTED,"Range violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
hydrothermal fluid,Earth Fluid,located_in,http://purl.obolibrary.org/obo/BFO_0000171,fracture,domain_term,1.0,migrate along tectonic faults and fractures,REJECTED,"Range violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
hydrothermal fluid,Earth Fluid,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dissolution,domain_term,1.0,"causing dissolution, brecciation, and the precipitation",ACCEPTED,Valid.
hydrothermal fluid,Earth Fluid,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,precipitation,external,1.0,"causing dissolution, brecciation, and the precipitation of a characteristic mineral suite",REJECTED,Unknown object category 'unknown'.
lower cretaceous,Geological Time Interval,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,hauterivian,domain_term,1.0,deposited from the Hauterivian to the Aptian,ACCEPTED,Valid.
lower cretaceous,Geological Time Interval,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,aptian,domain_term,1.0,deposited from the Hauterivian to the Aptian,ACCEPTED,Valid.
erosion,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,rock,domain_term,1.0,removes and transports pre-existing rock and sediment,ACCEPTED,Valid.
erosion,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sediment,domain_term,1.0,removes and transports pre-existing rock and sediment,ACCEPTED,Valid.
erosion,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,microbial carbonate,domain_term,1.0,leading to the breakdown of microbial carbonates,ACCEPTED,Valid.
erosion,Geological Process,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,subaerial exposure,domain_term,0.8,this process is frequently driven by subaerial exposure,ACCEPTED,Valid.
microbialite,Sedimentary Rock,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,microbial activity,external,1.0,"produced, induced, or influenced by the activity of benthic microbial communities",REJECTED,Unknown object category 'unknown'.
microbialite,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,porosity,domain_term,1.0,"occurs as an autochthonous, porous carbonate rock",ACCEPTED,Valid.
microbialite,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,peloid,domain_term,1.0,composed of microbially-precipitated clots and peloids,ACCEPTED,Valid.
microbialite,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,cemented by calcite,ACCEPTED,Valid.
matrix,Earth Material,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,carbonate rock,domain_term,1.0,fine-grained material in a carbonate rock,ACCEPTED,Valid.
matrix,Earth Material,derives_from,http://purl.obolibrary.org/obo/RO_0001000,magnesian clay,domain_term,1.0,originally composed of magnesian clays,ACCEPTED,Valid.
matrix,Earth Material,derives_into,http://purl.obolibrary.org/obo/RO_0001001,dolomite,domain_term,1.0,diagenetically replaced by minerals like dolomite and silica,ACCEPTED,Valid.
matrix,Earth Material,has_quality,http://purl.obolibrary.org/obo/RO_0000086,porosity,domain_term,1.0,inherent porosity and permeability,ACCEPTED,Valid.
graben,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,normal fault,domain_term,1.0,bounded by two or more sub-parallel normal faults,ACCEPTED,Valid.
graben,Geological Structure,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,rift phase,domain_term,1.0,Formed during extensional tectonics characteristic of rift phases,REJECTED,"Domain violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_in'."
thermal subsidence,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,post-rift phase,domain_term,1.0,occurs during the post-rift or sag phase of basin evolution,REJECTED,"Range violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'occurs_in'."
thermal subsidence,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,sag phase,domain_term,1.0,occurs during the post-rift or sag phase of basin evolution,REJECTED,"Range violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'occurs_in'."
thermal subsidence,Geological Process,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,mechanical subsidence,external,1.0,This process supersedes the fault-controlled mechanical subsidence of the rift phase,REJECTED,Unknown object category 'unknown'.
thermal subsidence,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,lithosphere,external,1.0,driven by the cooling and consequent density increase of the lithosphere,REJECTED,Unknown object category 'unknown'.
lacustrine environment,Sedimentary Environment,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,lake,domain_term,1.0,processes occurring within a lake and its associated margins,ACCEPTED,Valid.
lacustrine environment,Sedimentary Environment,has_quality,http://purl.obolibrary.org/obo/RO_0000086,salinity,domain_term,0.8,these environments were typically alkaline and saline,ACCEPTED,Valid.
wackestone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,peloid,domain_term,1.0,"containing over 10% grains, such as ostracod bioclasts, spherulite fragments, and peloids",ACCEPTED,Valid.
wackestone,Sedimentary Rock,has_part,http://purl.obolibrary.org/obo/BFO_0000051,carbonate mud matrix,external,1.0,suspended within a carbonate mud matrix,REJECTED,Unknown object category 'unknown'.
wackestone,Sedimentary Rock,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,low-energy environment,domain_term,1.0,typically forms in low-energy depositional environments,REJECTED,"Range violation: 'Sedimentary Environment' has metatypes ['Continuant', 'ImmaterialEntity', 'IndependentContinuant', 'Site'] which do not intersect allowed range ['TemporalInstant', 'TemporalRegion'] for 'generated_in'."
recrystallization,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,carbonate mineral,domain_term,1.0,alters the crystal fabric of pre-existing carbonate minerals,ACCEPTED,Valid.
recrystallization,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,calcite,domain_term,1.0,"carbonate minerals, such as calcite",ACCEPTED,Valid.
recrystallization,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,bioclast,domain_term,1.0,"this process affects components like bioclasts, matrix, and cement",ACCEPTED,Valid.
recrystallization,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,matrix,domain_term,1.0,"this process affects components like bioclasts, matrix, and cement",ACCEPTED,Valid.
shrubstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,shrub,domain_term,1.0,composed primarily of shrubs,ACCEPTED,Valid.
shrubstone,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,vugular porosity,domain_term,1.0,often exhibit significant inter-aggregate and vugular porosity,ACCEPTED,Valid.
secondary porosity,Lithology,located_in,http://purl.obolibrary.org/obo/BFO_0000171,sedimentary rock,domain_term,1.0,is a pore space that is created within a sedimentary rock,REJECTED,"Domain violation: 'Lithology' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
secondary porosity,Lithology,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenetic process,domain_term,1.0,created within a sedimentary rock after deposition through diagenetic processes,REJECTED,"Domain violation: 'Lithology' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_by'."
secondary porosity,Lithology,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,dissolution,domain_term,1.0,created ... through diagenetic processes such as dissolution,REJECTED,"Domain violation: 'Lithology' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_by'."
secondary porosity,Lithology,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,deposition,external,1.0,created within a sedimentary rock after deposition,REJECTED,Unknown object category 'unknown'.
travertine,Sedimentary Rock,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,abiotic precipitation,domain_term,1.0,formed by the abiotic precipitation of carbonate minerals,ACCEPTED,Valid.
travertine,Sedimentary Rock,derives_from,http://purl.obolibrary.org/obo/RO_0001000,hydrothermal fluid,domain_term,1.0,formed by the abiotic precipitation of carbonate minerals from hydrothermal waters,ACCEPTED,Valid.
travertine,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,fault,domain_term,0.8,"discharging at or near the Earth's surface, often along faults and fractures",REJECTED,"Range violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
travertine,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,fracture,domain_term,0.8,"discharging at or near the Earth's surface, often along faults and fractures",REJECTED,"Range violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
vug,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,carbonate rock,domain_term,1.0,a non-fabric-selective pore within a carbonate rock,ACCEPTED,Valid.
vug,site,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,dissolution,domain_term,1.0,generated or enhanced by dissolution,ACCEPTED,Valid.
vug,site,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,total porosity,domain_term,0.8,isolated vugs contribute to total porosity,ACCEPTED,Valid.
gondwana,Body of Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,south american plate,domain_term,1.0,created the conjugate continental margins of South America and Africa,ACCEPTED,Valid.
gondwana,Body of Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,african plate,domain_term,1.0,created the conjugate continental margins of South America and Africa,ACCEPTED,Valid.
gondwana,Body of Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,precambrian basement,domain_term,1.0,The Precambrian basement rocks of this supercontinent,ACCEPTED,Valid.
salt,Lithostratigraphic Unit,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,aptian,domain_term,1.0,is an Aptian-age evaporite succession,REJECTED,"Range violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed range ['Quality', 'RelationalQuality'] for 'has_age'."
salt,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,halite,domain_term,1.0,primarily composed of halite and anhydrite,ACCEPTED,Valid.
salt,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,anhydrite,domain_term,1.0,primarily composed of halite and anhydrite,ACCEPTED,Valid.
salt,Lithostratigraphic Unit,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,halokinesis,domain_term,1.0,this succession undergoes significant deformation and flow (halokinesis),ACCEPTED,Valid.
drift phase,Geological Time Interval,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,seafloor spreading,external,0.8,initiated by the onset of seafloor spreading,REJECTED,Unknown object category 'unknown'.
drift phase,Geological Time Interval,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,albian,domain_term,1.0,this phase began in the Albian,REJECTED,"Domain violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_in'."
drift phase,Geological Time Interval,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,thermal subsidence,domain_term,1.0,is characterized by thermal subsidence,ACCEPTED,Valid.
drift phase,Geological Time Interval,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,magmatic activity,domain_term,1.0,This stage also involved magmatic activity,REJECTED,"Domain violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed domain ['Process', 'ProcessBoundary'] for 'has_participant'."
lithology,Lithology,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,rock,domain_term,1.0,is the physical character of a rock unit,ACCEPTED,Valid.
reservoir rock,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,porosity,domain_term,1.0,possesses sufficient porosity,ACCEPTED,Valid.
reservoir rock,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,permeability,domain_term,1.0,possesses sufficient porosity and permeability,ACCEPTED,Valid.
reservoir rock,Sedimentary Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic process,domain_term,0.8,whose reservoir properties are highly heterogeneous and strongly controlled by diagenetic processes,ACCEPTED,Valid.
sandstone,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,sand-sized grain,external,1.0,composed of sand-sized grains,REJECTED,Unknown object category 'unknown'.
sandstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,lamination,domain_term,1.0,exhibiting current laminations,ACCEPTED,Valid.
sandstone,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,alluvial fan,domain_term,0.8,"sandstones are commonly deposited in fluvial, alluvial fan, and fan delta systems",ACCEPTED,Valid.
sandstone,Sedimentary Rock,has_part,http://purl.obolibrary.org/obo/BFO_0000051,mollusk shell,external,1.0,sometimes containing mollusk shells,REJECTED,Unknown object category 'unknown'.
petrophysical property,Dimension,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,rock,domain_term,1.0,is a quantifiable physical attribute of a rock,ACCEPTED,Valid.
salt layer,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,salt,domain_term,1.0,composed of thick accumulations of salt,ACCEPTED,Valid.
salt layer,Lithostratigraphic Unit,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,aptian,domain_term,1.0,deposited during the Aptian,ACCEPTED,Valid.
salt layer,Lithostratigraphic Unit,has_quality,http://purl.obolibrary.org/obo/RO_0000086,permeability,domain_term,0.8,The high mobility and low permeability of the salt make it a highly effective... seal rock.,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 93%.
post-rift,Geological Process,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,rift phase,domain_term,1.0,follows the active rifting stage,ACCEPTED,Valid.
post-rift,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,thermal subsidence,domain_term,0.8,characterized by deposition driven primarily by regional thermal subsidence,ACCEPTED,Valid.
post-rift,Geological Process,has_part,http://purl.obolibrary.org/obo/BFO_0000051,deposition of Barra Velha Formation,external,1.0,includes the deposition of the lacustrine carbonates of the Barra Velha Formation,REJECTED,Unknown object category 'unknown'.
post-rift,Geological Process,has_part,http://purl.obolibrary.org/obo/BFO_0000051,deposition of Ariri Formation,external,1.0,includes the deposition of... the overlying evaporites of the Ariri Formation,REJECTED,Unknown object category 'unknown'.
chalcedony,Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,silica,domain_term,1.0,is a cryptocrystalline variety of silica,ACCEPTED,Valid.
chalcedony,Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,interparticle porosity,domain_term,0.8,"lines and partially occludes interparticle, vuggy, and fracture porosity",REJECTED,"Range violation: 'quality' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
chalcedony,Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,vuggy porosity,domain_term,0.8,"lines and partially occludes interparticle, vuggy, and fracture porosity",REJECTED,"Range violation: 'quality' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
chalcedony,Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,fracture zone,external,1.0,occurring as a later silica phase associated with fractured zones,REJECTED,Unknown object category 'unknown'.
evaporation,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,water,external,1.0,involves the net loss of water,REJECTED,Unknown object category 'unknown'.
evaporation,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,lacustrine system,domain_term,1.0,from a lacustrine system,ACCEPTED,Valid.
evaporation,Geological Process,precedes,http://purl.obolibrary.org/obo/BFO_0000063,precipitation of calcite,external,1.0,"trigger the precipitation of key minerals, such as magnesium silicate gels and calcite",REJECTED,Unknown object category 'unknown'.
hydrothermal activity,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,hot fluid,external,1.0,involves the circulation of hot fluids,REJECTED,Unknown object category 'unknown'.
hydrothermal activity,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,earth's crust,external,1.0,circulation of hot fluids through the Earth's crust,REJECTED,Unknown object category 'unknown'.
hydrothermal activity,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,hydrothermal alteration,domain_term,0.8,resulting in hydrothermal alteration,ACCEPTED,Valid.
hydrothermal activity,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,dissolution process,domain_term,0.8,resulting in hydrothermal alteration... This alteration includes... as well as dissolution,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 70%.
accommodation space,Basin,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,subsidence,domain_term,1.0,created and controlled by the combined effects of tectonic subsidence,ACCEPTED,Valid.
accommodation space,Basin,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,changes in base level,external,1.0,created and controlled by the combined effects of... changes in base level,REJECTED,Unknown object category 'unknown'.
accommodation space,Basin,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,thermal subsidence,domain_term,1.0,"governed by tectonic stimuli, such as... thermal subsidence",ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 88%.
accommodation space,Basin,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,fluctuations in lake level,external,1.0,governed by... fluctuations in lake level,REJECTED,Unknown object category 'unknown'.
peloid,Geological Object,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,micrite,domain_term,1.0,composed of micrite,ACCEPTED,Valid.
peloid,Geological Object,derives_from,http://purl.obolibrary.org/obo/RO_0001000,intraclast,domain_term,0.8,commonly interpreted as micritized intraclasts,ACCEPTED,Valid.
peloid,Geological Object,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,grainstone,domain_term,1.0,a primary component of reservoir facies such as peloidal grainstones,ACCEPTED,Valid.
peloid,Geological Object,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,packstone,domain_term,1.0,a primary component of reservoir facies such as... packstones,REJECTED,Inverse redundancy: 'packstone has_continuant_part peloid' already exists.
horst,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,uplift,domain_term,1.0,Horst is an uplifted structural block,REJECTED,"Domain violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_by'."
horst,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,faulting,external,0.8,bounded by normal faults... controlled by high-angle listric and planar faults,REJECTED,Unknown object category 'unknown'.
calcite spherulite,Geological Object,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,fibrous calcite,domain_term,1.0,composed of radiating fibrous calcite crystals,REJECTED,"Range violation: 'Lithology' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed range ['MaterialEntity', 'Object'] for 'constituted_by'."
calcite spherulite,Geological Object,derives_from,http://purl.obolibrary.org/obo/RO_0001000,clay matrix,domain_term,1.0,forming through the replacement of a precursor clay-rich matrix,ACCEPTED,Valid.
calcite spherulite,Geological Object,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,nucleus,domain_term,1.0,often grow around a nucleus,ACCEPTED,Valid.
calcite spherulite,Geological Object,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dolomitization,domain_term,1.0,spherulites are commonly subject to... dolomitization,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 67%.
mg-clay,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine deposit,domain_term,1.0,characteristic of Brazilian Pre-Salt lacustrine deposits,ACCEPTED,Valid.
mg-clay,Earth Material,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,matrix,domain_term,1.0,These clays often form the matrix,ACCEPTED,Valid.
mg-clay,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dissolution process,domain_term,1.0,their subsequent dissolution is a primary mechanism for creating secondary reservoir porosity,ACCEPTED,Valid.
mg-clay,Earth Material,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,sepiolite,domain_term,1.0,"a group of... clay minerals, such as... sepiolite",ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 62%.
salinity,quality,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,fluid,domain_term,1.0,measure of the total amount of dissolved salts in a fluid,ACCEPTED,Valid.
salinity,quality,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,formation water,external,1.0,"in a fluid, such as formation water",REJECTED,Unknown object category 'unknown'.
pre-salt reservoir,Stratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate rock,domain_term,1.0,composed of carbonate rocks,ACCEPTED,Valid.
pre-salt reservoir,Stratigraphic Unit,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,syn-rift,domain_term,1.0,deposited during syn-rift... tectonic phases,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 60%.
pre-salt reservoir,Stratigraphic Unit,located_in,http://purl.obolibrary.org/obo/BFO_0000171,brazilian continental margin,domain_term,1.0,characteristic of the Brazilian continental margin,ACCEPTED,Valid.
pre-salt reservoir,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,microbialite,domain_term,1.0,consist of complex facies such as microbialites,ACCEPTED,Valid.
tectonic activity,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,deformation,domain_term,1.0,involves the deformation of the Earth's crust,ACCEPTED,Valid.
tectonic activity,Geological Process,has_part,http://purl.obolibrary.org/obo/BFO_0000051,faulting,external,1.0,deformation... through faulting,REJECTED,Unknown object category 'unknown'.
tectonic activity,Geological Process,has_part,http://purl.obolibrary.org/obo/BFO_0000051,folding,external,1.0,deformation... through... folding,REJECTED,Unknown object category 'unknown'.
tectonic activity,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,fault reactivation,domain_term,1.0,"activity, primarily expressed as fault reactivation",ACCEPTED,Valid.
subaerial exposure,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sediment,domain_term,1.0,exposes previously submerged lacustrine sediments,ACCEPTED,Valid.
subaerial exposure,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,rock,domain_term,1.0,exposes previously submerged... rocks,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 75%.
subaerial exposure,Geological Process,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,fall in lake level,external,1.0,driven by a significant fall in lake level,REJECTED,Unknown object category 'unknown'.
subaerial exposure,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,erosion,domain_term,1.0,This process results in... erosion,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 80%.
water depth,Dimension,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,paleoenvironment,domain_term,1.0,is a paleo-environmental measurement,ACCEPTED,Valid.
organic matter,Earth Material,derives_from,http://purl.obolibrary.org/obo/RO_0001000,remains of once-living organisms,external,1.0,derived from the remains of once-living organisms,REJECTED,Unknown object category 'unknown'.
organic matter,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,mudstone,domain_term,1.0,commonly found as kerogen within dark-colored laminae and mudstones,ACCEPTED,Valid.
organic matter,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenesis,domain_term,0.8,"Its diagenesis, particularly through processes like methanogenesis, significantly influences the stability of other minerals",ACCEPTED,Valid.
organic matter,Earth Material,derives_from,http://purl.obolibrary.org/obo/RO_0001000,microbial sources,external,1.0,originating from microbial sources,REJECTED,Unknown object category 'unknown'.
lake level,Dimension,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,lake,domain_term,1.0,is the vertical position of a lake's water surface,ACCEPTED,Valid.
structural low,Basin,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,tectonic activity,domain_term,0.8,is a tectonically formed depression,ACCEPTED,Valid.
structural low,Basin,has_quality,http://purl.obolibrary.org/obo/RO_0000086,lower structural elevation,external,1.0,characterized by a lower structural elevation relative to adjacent areas,REJECTED,Unknown object category 'unknown'.
structural low,Basin,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,rift phase,domain_term,1.0,created during the rift phase,ACCEPTED,Valid.
heterogeneity,quality,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,reservoir,domain_term,1.0,is the spatial variation of reservoir properties,ACCEPTED,Valid.
heterogeneity,quality,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenetic event,external,0.8,determined by the original depositional environment and subsequent structural and diagenetic events,REJECTED,Unknown object category 'unknown'.
bioclast,Fossil,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,skeletal remains of organisms,external,1.0,composed of the fragmented or whole skeletal remains of organisms,REJECTED,Unknown object category 'unknown'.
