Term,Parent_Term,Relationship_Type,Category,Is_Intermediate,NLD,FALLBACK,Category_IRI,Parent_IRI
salt base,Stratigraphic Surface,rdf:type,Geological Boundary,False,"Salt base is a regional stratigraphic surface that marks the lower boundary of the Aptian evaporite sequence, separating it from the underlying Pre-Salt succession. This surface often corresponds to a major unconformity formed prior to salt deposition and is seismically characterized as a high-amplitude, continuous reflector. In some areas, the base of the salt sequence is composed of a distinct anhydrite layer.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000011,
Diagenetic Feature,Earth Material,rdfs:subClassOf,Earth Material,True,"A Diagenetic Feature is a component or characteristic of a rock that formed during diagenesis through post-depositional physical, chemical, or biological processes.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
Evaporite Mineral,Mineral,rdfs:subClassOf,Earth Material,True,An Evaporite Mineral is a water-soluble mineral salt that precipitates from a concentrated aqueous solution due to evaporation.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
Mineral,Earth Material,rdfs:subClassOf,Earth Material,True,"A Mineral is a naturally occurring, solid chemical substance with a well-defined crystal structure and a specific chemical composition.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
Sulfate Mineral,Mineral,rdfs:subClassOf,Earth Material,True,A Sulfate Mineral is a mineral containing the sulfate anion (SO₄²⁻) as a major component in its chemical structure.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
dolomite,carbonate mineral,rdfs:subClassOf,Earth Material,False,"Dolomite is an anhydrous carbonate mineral with the chemical formula CaMg(CO₃)₂ that occurs extensively in Brazilian Pre-Salt reservoirs as a primary precipitate, a diagenetic replacement phase, and a pore-filling cement. In these lacustrine successions, it presents diverse morphologies, including rhombohedral, saddle, and microcrystalline forms, and is a major constituent of facies such as laminites and spherulite-rich claystones.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
silica,Mineral,rdfs:subClassOf,Earth Material,False,"Silica is an authigenic mineral phase composed of silicon dioxide that occurs in Pre-Salt carbonates as a replacement of the host rock, as pore-lining and pore-filling cements, or as primary chemical precipitates. Occurring in multiple generations (e.g., microcrystalline quartz, chalcedony) from syndepositional to late diagenetic, these silicified intervals are strongly associated with the development of non-matrix porosity and zones of excess permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
stevensite,clay mineral,rdfs:subClassOf,Earth Material,False,"Stevensite is an aluminum-poor, magnesium-rich smectitic clay that precipitates chemically in the highly alkaline (pH > 9) and silica-rich lacustrine environments characteristic of the Pre-Salt. In these deposits, it commonly occurs as laminated aggregates, coatings, ooids, or peloids and is diagenetically unstable, serving as a precursor for dolomite and a major source of silica for quartz cement upon dissolution.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
calcite,carbonate mineral,rdfs:subClassOf,Earth Material,False,"Calcite is a carbonate mineral (CaCO₃) that is a major rock-forming constituent within the Brazilian Pre-Salt successions. In this lacustrine setting, it occurs both as primary precipitates forming spherulitic and fascicular fabrics, and as a later diagenetic cement with blocky, macrocrystalline, or poikilotopic habits. As a diagenetic product, it fills various pore types including interparticle, vugular, and fracture porosity, but is also frequently subject to dissolution, which can create or enhance reservoir porosity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
anhydrite,Evaporite Mineral,rdfs:subClassOf,Earth Material,False,"Anhydrite is an evaporite mineral that is commonly found in the Brazilian Pre-Salt as layered deposits within the Ariri Formation and as a diagenetic pore-filling cement. Characterized by its brittle behavior and high acoustic impedance relative to halite, it forms a key basal seismic reflector and influences the structural style of salt tectonics.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
quartz,silica,rdfs:subClassOf,Earth Material,False,"Quartz is a tectosilicate mineral that, within the Pre-Salt context, occurs as both a detrital component and a significant authigenic phase replacing precursor carbonate minerals. As a diagenetic product, it presents various textures such as microcrystalline, macrocrystalline, prismatic, and botryoidal, often filling porosity, fractures, and replacing grains or dolomite crystals.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
matrix,Earth Material,rdfs:subClassOf,Earth Material,False,"Matrix is the fine-grained material in a carbonate rock that fills the interstitial space between larger grains or framework components, such as shrubs and spherulites. In Brazilian Pre-Salt reservoirs, this component was originally composed of magnesian clays, which have often been diagenetically replaced by minerals like dolomite and silica. From a reservoir perspective, the matrix constitutes the bulk rock volume whose inherent porosity and permeability are distinct from those of large-scale features like fractures or conduits.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
mg-clay,clay mineral,rdfs:subClassOf,Earth Material,False,"Mg-clay is a collective term for a group of authigenic, magnesium-rich clay minerals, such as Mg-smectite and sepiolite, that are characteristic of Brazilian Pre-Salt lacustrine deposits. These clays often form the matrix within Mg-claystone facies, where their subsequent dissolution is a primary mechanism for creating secondary reservoir porosity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
organic matter,Earth Material,rdfs:subClassOf,Earth Material,False,"Organic matter is a carbon-based sedimentary material that is derived from the remains of once-living organisms and preserved within the rock record. In the Brazilian Pre-Salt lacustrine carbonates, it is commonly found as kerogen within dark-colored laminae and mudstones, originating from microbial sources. Its diagenesis, particularly through processes like methanogenesis, significantly influences the stability of other minerals such as Mg-clays.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
saddle dolomite,dolomite,rdfs:subClassOf,Earth Material,False,"Saddle dolomite is a diagenetic dolomite mineral that is characterized by coarse, anhedral to subhedral crystals with curved faces and sweeping (undulating) extinction. Occurring as both a replacement mineral and a cement, it typically forms during middle to late diagenesis from hot, saline fluids often associated with fractures. In the Pre-Salt reservoirs, its formation is primarily controlled by structural factors and is considered an indicator of hydrothermal fluid flow.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
clay mineral,Mineral,rdfs:subClassOf,Earth Material,False,"A clay mineral is a hydrous phyllosilicate mineral that is characterized by a particle size of less than 2 micrometers and a sheet-like crystal structure. In the Brazilian Pre-Salt lacustrine carbonates, these are predominantly authigenic, aluminum-free magnesium silicates, such as kerolite, stevensite, and sepiolite, which formed in sub-littoral zones.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
pyrite,sulfide,rdfs:subClassOf,Earth Material,False,"Pyrite is a diagenetic iron sulfide mineral that forms in Pre-Salt carbonates through processes such as thermochemical sulfate reduction and is often remobilized during diagenesis. It commonly occurs as a secondary mineral filling fractures and pores or replacing precursor minerals and matrix, exhibiting cubic, microcrystalline, or macrocrystalline habits.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
cement,diagenetic product,rdfs:subClassOf,Earth Material,False,"Cement is an authigenic mineral that precipitates from pore fluids to fill void spaces within a sedimentary rock, thereby binding constituent grains and reducing porosity. In the context of Brazilian Pre-Salt reservoirs, cementation is a critical diagenetic process that significantly impacts reservoir quality by occluding primary and secondary pore networks. Common cement compositions include various forms of calcite and dolomite (e.g., blocky, mosaic, saddle), silica (quartz), and other minerals such as dawsonite and barite.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
kerolite,clay mineral,rdfs:subClassOf,Earth Material,False,"Kerolite is a magnesian clay mineral, considered a variety of talc, that is a principal clay component within the lacustrine carbonate reservoirs of the Brazilian Pre-Salt. It is a key constituent of the Barra Velha Formation, occurring in various facies such as Mg-claystones and intraclastic grainstones, with its abundance typically increasing in the upper stratigraphic units.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
microcrystalline calcite,calcite,rdfs:subClassOf,Earth Material,False,"Microcrystalline calcite is a textural variety of calcium carbonate that is composed of extremely fine, silt-sized or smaller crystals. In the context of Brazilian Pre-Salt reservoirs, it frequently occurs as a diagenetic product replacing precursor minerals like Mg-clays, as primary laminae in lacustrine mudstones, or as nuclei for spherulites and peloids within microbialites. It is a key component in the formation of fine-grained carbonate rocks and often appears as a dark, dense material under the microscope.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
microcrystalline quartz,quartz,rdfs:subClassOf,Earth Material,False,"Microcrystalline quartz is a diagenetic form of silica that is defined by an aggregate of individual quartz crystals smaller than 20 micrometers in size. In Pre-Salt settings, it is a major product of silicification, occurring as a replacement of carbonate grains, a pore-filling cement, the matrix of breccias, or as the primary constituent of chert.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
barite,Sulfate Mineral,rdfs:subClassOf,Earth Material,False,"Barite is a barium sulfate mineral (BaSO₄) that occurs as a secondary diagenetic phase within the pore systems of carbonate reservoirs. In the Brazilian Pre-Salt, it commonly precipitates during mesodiagenesis with a prismatic crystal habit, acting as a pore- and fracture-filling cement in facies such as calcilutites and spherulites.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
feldspar,Mineral,rdfs:subClassOf,Earth Material,False,"Feldspar is a group of rock-forming tectosilicate minerals that serves as a common siliciclastic component within the carbonate-dominated lacustrine successions of the Brazilian Pre-Salt. It is typically found as detrital grains of K-feldspar and plagioclase within siltstones or as phenocrysts in volcanic-derived felsic tuffs. These feldspar grains are often subject to diagenetic alteration, including replacement by carbonate minerals such as dolomite.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
talc,Mineral,rdfs:subClassOf,Earth Material,False,"Talc is a magnesium silicate mineral that, within Brazilian Pre-Salt reservoirs, precipitates as a hydrated form from Mg-rich silica gels in highly alkaline, saline lacustrine settings. This hydrated talc, often found in claystones of the Barra Velha Formation, is characterized by a low degree of crystallinity and serves as a significant source of magnesium and silica for later diagenetic processes such as dolomitization.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
calcite cement,cement,rdfs:subClassOf,Earth Material,False,"Calcite cement is an authigenic calcite mineral that precipitates from pore fluids into the void spaces of a sedimentary rock, binding constituent grains and reducing primary porosity. In Pre-Salt carbonates, it is a principal diagenetic phase, especially in rudstones and grainstones, presenting diverse morphologies including microcrystalline rims, drusy, and blocky crystals that fill interparticle, intraparticle, and fracture porosity. The precipitation and subsequent dissolution of calcite cement are critical controls on reservoir quality.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
gypsum,Sulfate Mineral,rdfs:subClassOf,Earth Material,False,"Gypsum is a hydrated calcium sulfate mineral (CaSO₄·2H₂O) that, within the context of Brazilian Pre-Salt reservoirs, is primarily found as a late-stage diagenetic cement filling dissolution fractures. The general absence of gypsum as an early, primary evaporite mineral in the Barra Velha Formation is a key line of evidence used to support a non-marine, lacustrine depositional model. When present as a fracture-fill, it can occlude porosity and negatively impact reservoir quality.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
silica cement,cement,rdfs:subClassOf,Earth Material,False,"Silica cement is an authigenic mineral precipitate that is composed of silica polymorphs, such as quartz and chalcedony, which crystallize within the pore spaces of a sedimentary rock. In Brazilian Pre-Salt carbonates, it occurs in various forms including microcrystalline quartz, macrocrystalline mosaic quartz, and fibrous chalcedony, acting as a pore-lining or pore-filling phase. This cementation is often a late diagenetic event that can significantly reduce or occlude reservoir porosity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
substrate,Earth Material,rdfs:subClassOf,Earth Material,False,"Substrate is a depositional surface or material that serves as the foundation upon or within which other sedimentary or diagenetic constituents nucleate and grow. In the context of Brazilian Pre-Salt lacustrine carbonates, it most commonly refers to the fine-grained groundmass, typically composed of magnesian clays or calcitic mud, that facilitates the nucleation of spherulites and shrubs. On a larger scale, the term can also describe the underlying geological feature, such as a structural high, on which an entire carbonate platform develops.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
microcrystalline silica,silica,rdfs:subClassOf,Earth Material,False,"Microcrystalline silica is a common diagenetic silica phase that consists of aggregates of microscopic quartz crystals. In the Brazilian Pre-Salt reservoirs, it is the most frequent silica type, occurring both as a replacement of original carbonate components, such as spherulites and bioclasts, and as a cement filling various types of porosity. This silica phase is often associated with the development of microporosity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
carnallite,Evaporite Mineral,rdfs:subClassOf,Earth Material,False,"Carnallite is a hydrated potassium magnesium chloride evaporite mineral (KMgCl₃·6(H₂O)) that occurs as a less common component within the Aptian salt section. In the Brazilian Pre-Salt, it is found within the Ariri Formation evaporites, alongside halite, anhydrite, and tachyhydrite. Due to its distinct acoustic velocity, carnallite layers are significant for seismic velocity modeling and understanding the geomechanical behavior of the overlying salt seal.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
sepiolite,clay mineral,rdfs:subClassOf,Earth Material,False,"Sepiolite is a fibrous hydrated magnesium silicate clay mineral that, in the Brazilian Pre-Salt, occurs as a rare authigenic component within lacustrine deposits. It is preferentially found in small quantities associated with specific facies, such as fascicular calcite crusts and Mg-claystones, and can have a genetic relationship with precursor minerals like stevensite.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
rhombohedral dolomite,dolomite,rdfs:subClassOf,Earth Material,False,"Rhombohedral dolomite is a diagenetic dolomite mineral that is characterized by its distinct rhombohedral crystal habit. In the Brazilian Pre-Salt, it is the most abundant dolomite type, occurring in various facies and often found 'floating' in the interstitial space between spherulites and calcite shrubs. Its formation is attributed to multiple diagenetic pathways, including early precipitation at the brine-air interface of saline lakes and later burial processes.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
mg-silicate clay,clay mineral,rdfs:subClassOf,Earth Material,False,"Mg-silicate clay is an authigenic magnesium silicate mineral that precipitates directly from alkaline and saline lacustrine waters, forming a primary matrix component in Pre-Salt deposits. This mineral is highly reactive and susceptible to dissolution, which is a critical process for generating secondary porosity and providing a source of magnesium and silica for later diagenetic alterations.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
dawsonite,carbonate mineral,rdfs:subClassOf,Earth Material,False,"Dawsonite is a sodium aluminum hydroxycarbonate mineral that occurs as a secondary, diagenetic accessory mineral within the pore systems of Brazilian Pre-Salt carbonate reservoirs. It typically forms during later diagenetic phases and is often found in association with other authigenic minerals such as fluorite, pyrite, barite, and dolomite. While generally sparse, dawsonite can be locally abundant and is identified through petrographic analysis, XRD, and EDS.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
carbonate mineral,Mineral,rdfs:subClassOf,Earth Material,False,"A carbonate mineral is a mineral that is chemically characterized by the presence of the carbonate anion (CO₃²⁻) in its crystal structure. In the Brazilian Pre-Salt reservoirs, the principal carbonate minerals are calcite and dolomite, which form the primary framework of the reservoir rocks. These minerals are observed in various forms, including magnesian calcite, fascicular calcite, and different generations of dolomite such as rhombohedral and saddle dolomite.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
magnesite,carbonate mineral,rdfs:subClassOf,Earth Material,False,"Magnesite is a diagenetic carbonate mineral that is composed of magnesium carbonate (MgCO3) and occurs as a secondary phase within Pre-Salt lacustrine successions. It characteristically precipitates as lamellar aggregates that replace the precursor magnesian clay matrix and fill shrinkage pores. This replacement process can be significant enough to preserve original sedimentary textures, such as lamination, within the altered rock.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
saponite,clay mineral,rdfs:subClassOf,Earth Material,False,"Saponite is a magnesian smectite clay mineral that precipitates in highly alkaline lacustrine environments and is a constituent of the authigenic clay assemblage in Pre-Salt carbonate reservoirs. Within the Pre-Salt, it is typically a minor component found in association with other Mg-silicates like stevensite and kerolite, where it can form a substrate for the growth of spherulites and shrubs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
illite,clay mineral,rdfs:subClassOf,Earth Material,False,"Illite is a phyllosilicate clay mineral that is a common component of the mud-rich facies in the lacustrine carbonate systems of the Brazilian Pre-Salt. It is typically found in small quantities alongside other clays like kerolite and stevensite, and often forms interstratified layers with smectite.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
k-feldspar,feldspar,rdfs:subClassOf,Earth Material,False,"K-feldspar is a potassium aluminosilicate mineral that occurs in Pre-Salt successions both as a detrital component in associated siliciclastic rocks and as an authigenic phase within the carbonate reservoirs. As a detrital grain, it is a major constituent of arkosic sandstones, while its authigenic form precipitates from diagenetic fluids. This mineral is often subject to diagenetic alteration, including replacement by carbonates such as ankerite or by Al-phyllosilicates.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
tachyhydrite,Evaporite Mineral,rdfs:subClassOf,Earth Material,False,"Tachyhydrite is a rare and highly soluble evaporite mineral that is composed of hydrous calcium magnesium chloride. In the Brazilian Pre-Salt, it occurs locally within the Aptian Ariri Formation's evaporitic sequence, associated with more common salts like halite, anhydrite, carnallite, and sylvite.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
diagenetic constituent,Diagenetic Feature,rdfs:subClassOf,Earth Material,False,"A diagenetic constituent is a mineral or mineral aggregate that forms within a sedimentary rock after its initial deposition through diagenetic processes such as precipitation or replacement. In the Pre-Salt reservoirs, common diagenetic constituents include calcite, dolomite, and silica, which can precipitate in pores, replace primary grains, or be dissolved, thereby significantly altering the rock's porosity and permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
macrocrystalline quartz,quartz,rdfs:subClassOf,Earth Material,False,"Macrocrystalline quartz is a diagenetic quartz cement that is characterized by relatively large crystals which typically form a mosaic or drusy texture. In Pre-Salt reservoirs, it commonly precipitates as a late-stage phase in the center of pores after earlier silica cements and can also replace carbonate components, particularly bivalve bioclasts.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
mica,Mineral,rdfs:subClassOf,Earth Material,False,"Mica is a group of sheet silicate minerals that, in the context of the Brazilian Pre-Salt, occurs as a detrital siliciclastic component. It is commonly found as white mica, such as muscovite or sericite, associated with quartz and feldspar within siliciclastic siltstones and mudstones. Additionally, mica can be present as an accessory clastic grain within resedimented carbonate facies.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
diagenetic product,Diagenetic Feature,rdfs:subClassOf,Earth Material,False,"A diagenetic product is a mineral or mineralogical feature that forms within a rock during diagenesis as a result of post-depositional physical, chemical, or biological processes. These products manifest as cements filling porosity, minerals replacing pre-existing components, or as recrystallized fabrics. In Brazilian Pre-Salt carbonates, common diagenetic products include various forms of dolomite, calcite, quartz, and pyrite, which fundamentally control the evolution of reservoir quality.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
aragonite,carbonate mineral,rdfs:subClassOf,Earth Material,False,"Aragonite is a metastable mineral polymorph of calcium carbonate that is a primary constituent of biogenic grains, such as bivalve and gastropod shells, in Pre-Salt lacustrine carbonates. Due to its instability, it is highly susceptible to diagenetic alteration through dissolution, which creates moldic porosity, or neomorphism to calcite, with the balance between these processes strongly controlling reservoir quality.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
mg-silicate gel,Earth Material,rdfs:subClassOf,Earth Material,False,"Mg-silicate gel is a poorly crystalline chemical precipitate that forms in alkaline, Mg- and SiO2-rich lacustrine waters during periods of intense evaporation. Upon burial, this hydrated gel undergoes diagenetic transformation through dehydration, forming more stable crystalline Mg-silicate minerals such as stevensite or hydrated talc. As a key component of the Aptian microbial carbonate system, its precipitation influences water chemistry and often precedes the formation of calcite spherulites.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
fluorite,Mineral,rdfs:subClassOf,Earth Material,False,"Fluorite is a diagenetic halide mineral, composed of calcium fluoride (CaF₂), that precipitates in Pre-Salt carbonates as a typical product of hydrothermal alteration. As a secondary mineral phase, it is commonly associated with saddle dolomite, barite, and celestine, and is often observed lining the margins of pores, particularly those enhanced by dissolution.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
sulfide,Mineral,rdfs:subClassOf,Earth Material,False,"Sulfide is a group of authigenic minerals that contains sulfur in its most reduced state and precipitates from sulfur-rich fluids. In the Brazilian Pre-Salt, these minerals, including pyrite, chalcopyrite, and sphalerite, typically occur as euhedral crystals filling vugular and fracture porosity. Their precipitation is often associated with hydrothermal fluid circulation and thermal sulfate reduction (TSR), serving as an indicator of specific diagenetic events.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
diagenetic phase,Diagenetic Feature,rdfs:subClassOf,Earth Material,False,"A diagenetic phase is a distinct mineral product that forms during the diagenesis of a sedimentary rock through processes such as replacement or cementation. Each phase is characterized by its specific timing within the paragenetic sequence, crystal morphology, and geochemical signature, reflecting the evolving fluid chemistry and temperature conditions. In the Brazilian Pre-Salt, common diagenetic phases such as various forms of dolomite and silica significantly impact reservoir quality by creating or destroying porosity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
muscovite,mica,rdfs:subClassOf,Earth Material,False,"Muscovite is a common phyllosilicate mineral of the mica group that occurs in Pre-Salt carbonates as detrital, silt- to sand-sized siliciclastic grains. Within these lacustrine carbonate systems, it is found in minor quantities as a framework grain or within the matrix of various facies, including Mg-claystones and spherulitic rocks. Notably, these grains can act as nuclei for the precipitation of calcite spherulites, a key textural component of many reservoir facies.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006,
bathymetry,Topography,rdfs:subClassOf,Geometry,False,"Bathymetry is the measurement of water depth that describes the topography of the floor of a water body, specifically the lacustrine basins of the Pre-Salt, relative to the lake's surface. It is a primary control on the distribution of depositional environments and sedimentary facies, as key geological processes like carbonate growth rates and wave energy are directly dependent on it.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000023,
paleotopography,Topography,rdfs:subClassOf,Geometry,False,"Paleotopography is the topography of a land or seafloor surface as it existed at a specific time in the geological past. In the context of the Pre-Salt, this ancient relief is reconstructed from seismic horizons and acts as a primary control on the distribution of depositional facies and the development of non-matrix porosity. It particularly influences porosity by conditioning areas to subaerial exposure and dissolution during periods of lacustrine lake-level fall.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000023,
Topography,Geometry,rdfs:subClassOf,Geometry,True,"Topography is a geometry that describes the three-dimensional arrangement of physical features on a surface, such as a planetary body or a geological horizon.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000023,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000023
fracture,Geological Structure,rdfs:subClassOf,Geological Structure,False,"A fracture is a structural discontinuity in a rock that is formed by tectonic or gravitational processes when stress exceeds the rock's mechanical strength. In Pre-Salt carbonates, fractures represent a significant pore type often concentrated in brittle, silicified layers, where they can be open, partially open, or cemented by minerals such as silica, and may be enhanced by dissolution to form critical fluid flow pathways.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004
fault,fracture,rdfs:subClassOf,Geological Structure,False,"A fault is a planar or curviplanar geological fracture that exhibits measurable displacement of adjacent rock blocks as a result of tectonic stresses. In the Brazilian Pre-Salt, faults are classified into sets based on their orientation, length, and age, serving to compartmentalize reservoirs into distinct structural domains. These structures and their associated influence zones, which contain dense fracture networks, are a primary control on the development of non-matrix porosity and permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
normal fault,fault,rdfs:subClassOf,Geological Structure,False,"A normal fault is a dip-slip fault that accommodates crustal extension, where the hanging wall block moves downward relative to the footwall block. In the Brazilian Pre-Salt basins, these faults are fundamental rift-related structures that often strike NE-SW to N-S, compartmentalize crustal blocks, and bound half-grabens. They occur at scales ranging from centimeters in core samples to kilometers in length and displacement, and their activity can be syndepositional, influencing the stratigraphy and creating structural traps.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
graben,Structural Block,rdfs:subClassOf,Geological Structure,False,"A graben is a depressed crustal block that is bounded by two or more sub-parallel normal faults, creating a structural low relative to adjacent horsts. Formed during extensional tectonics characteristic of rift phases, these features vary from narrow and discontinuous to wide and continuous, often serving as depocenters for sediments. In the Pre-Salt context, grabens can act as significant permeability barriers that compartmentalize hydrocarbon reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
horst,Structural Block,rdfs:subClassOf,Geological Structure,False,"Horst is an uplifted structural block that is bounded by normal faults and flanked by down-dropped blocks known as grabens or half-grabens. In the Brazilian Pre-Salt, these features are typically large-scale structural highs, controlled by high-angle listric and planar faults, and form critical traps for hydrocarbon reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
pore system,Pore Space Feature,rdfs:subClassOf,Geological Structure,False,"Pore system is the totality of pore space within a rock volume that is characterized by the collective distribution, connectivity, and geometric attributes of all constituent voids. In Pre-Salt carbonates, this system is typically complex and multiscale, resulting from the interplay of depositional fabrics and subsequent diagenetic processes, which ultimately governs the rock's petrophysical properties such as porosity and permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
reservoir heterogeneity,Geological Structure,rdfs:subClassOf,Geological Structure,False,"Reservoir heterogeneity is the spatial variation of petrophysical and geological properties within a reservoir rock that originates from the combined effects of depositional environment, diagenetic alteration, and structural history. This variation manifests as vertical and lateral changes in facies, porosity, and permeability, which can create flow barriers, lead to reservoir compartmentalization, and form alternating layers of high and low reservoir quality.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004
lamination,Geological Structure,rdfs:subClassOf,Geological Structure,False,"Lamination is a primary sedimentary structure that consists of thin, parallel to sub-parallel layers, or laminae, typically less than one centimeter thick, which are distinguishable by variations in properties like grain size or composition. In the context of the Pre-Salt, lamination commonly appears as planar, low-angle, wavy, or irregular forms that can be laterally continuous or discontinuous. This structure provides key information about depositional processes, such as flow regime, and is often preserved as relicts within microbialite facies.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004
clinoform,Stratigraphic Geometry,rdfs:subClassOf,Geological Structure,False,"Clinoform is a stratigraphic geometry that is characterized by inclined depositional surfaces representing the advancing, sloping front of a prograding sedimentary body. In the Brazilian Pre-Salt, clinoforms are key seismic-scale features that define the progradation of carbonate platforms into lacustrine basins, with their height providing a proxy for paleolake bathymetry. These features typically exhibit sigmoidal or exponential profiles and record fluctuations in base-level during deposition.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,
transfer zone,Geological Structure,rdfs:subClassOf,Geological Structure,False,"A transfer zone is a complex structural zone, often oriented obliquely to the main rift trend, that accommodates extensional displacement between offset or terminating segments of major normal faults. Within the Brazilian Pre-Salt rift system, these zones often manifest as structural highs separating major depocenters. They play a critical role in controlling the tectono-sedimentary evolution, influencing the distribution and thickness of sedimentary packages and the associated carbonate reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000004
